experiment,algorithm,best_alpha,best_div_score,best_div_external,best_div_internal,dim,l,f,m,graph,iter,alg_duration,cge_duration
9,SDNE,0.25,0.027144225455862786,0.02769232768771146,0.026596123224014116,64,200,0,diameter,github.edgelist,1721612162,00:01:58.826109,00:00:09.277222
9,SDNE,0.75,0.027304454278843964,0.028162233764332807,0.026446674793355121,128,200,0,diameter,github.edgelist,1721612162,00:02:03.235435,00:00:11.772867
9,HOPE,0.25,0.027797494364263934,0.028822221041261007,0.026772767687266861,4,200,0,diameter,github.edgelist,1721612164,00:12:58.971909,00:00:09.249216
9,HOPE,0.5,0.0279252016293021,0.029288686528988486,0.026561716729615714,8,200,0,diameter,github.edgelist,1721612164,00:13:01.807300,00:00:09.383126
9,HOPE,0.5,0.02717666766855948,0.027865827353341859,0.026487507983777105,16,200,0,diameter,github.edgelist,1721612164,00:13:05.868262,00:00:09.514574
9,HOPE,0.5,0.026669562722976058,0.026870407510536452,0.026468717935415664,32,200,0,diameter,github.edgelist,1721612164,00:13:32.244609,00:00:10.174667
9,HOPE,0.5,0.026700402815422651,0.026936621993852886,0.026464183636992416,64,200,0,diameter,github.edgelist,1721612164,00:13:44.810076,00:00:10.352012
9,HOPE,0.5,0.026225059307115675,0.025984148053452144,0.026465970560779206,128,200,0,diameter,github.edgelist,1721612164,00:14:27.546037,00:00:11.482773
9,SDNE,0.5,0.027666420123581708,0.028590368535677629,0.026742471711485787,4,200,0,diameter,github.edgelist,1721612177,00:02:01.964398,00:00:07.758919
9,SDNE,0.25,0.026255261548108078,0.02600594423636831,0.026504578859847847,8,200,0,diameter,github.edgelist,1721612177,00:02:09.872331,00:00:07.539120
9,SDNE,0.25,0.027612808670036862,0.028513999656429253,0.026711617683644474,16,200,0,diameter,github.edgelist,1721612177,00:01:57.172649,00:00:08.047435
9,SDNE,0.25,0.027026238390014584,0.027377470451510049,0.026675006328519116,32,200,0,diameter,github.edgelist,1721612177,00:01:59.166453,00:00:09.455826
9,SDNE,2.25,0.027146033580786547,0.028807784128913255,0.02548428303265984,64,200,0,diameter,github.edgelist,1721612177,00:02:03.045316,00:00:09.604459
