experiment,algorithm,beta,best_alpha,best_div_score,best_div_external,best_div_internal,dim,l,f,m,graph_seed,iter,alg_duration,cge_duration
3,sdne,1.4,0.25,0.022254741292519559,0.03681650386866081,0.0076929787163783035,128,200,0,diameter,exp3_network_seed39_param1_4.dat,1607690699,00:00:21.884708,00:00:12.424898
3,sdne,1.1,2,0.017290337375345986,0.028135288301129387,0.0064453864495625833,128,200,0,diameter,exp3_network_seed3_param1_1.dat,1607690699,00:00:21.679491,00:00:12.620919
3,sdne,1.5,0.25,0.021730816818250027,0.035238350774651,0.0082232828618490576,128,200,0,diameter,exp3_network_seed40_param1_5.dat,1607690699,00:00:21.959280,00:00:12.435245
3,sdne,1.5,0.25,0.026519787726195364,0.044612778711538147,0.00842679674085258,128,200,0,diameter,exp3_network_seed41_param1_5.dat,1607690699,00:00:21.592268,00:00:12.390461
3,sdne,1.5,0.25,0.0215123676496973,0.035950621472896585,0.0070741138264980167,128,200,0,diameter,exp3_network_seed42_param1_5.dat,1607690699,00:00:21.570038,00:00:12.367864
3,sdne,1.5,0.25,0.03023172693688158,0.047568579973307233,0.012894873900455923,128,200,0,diameter,exp3_network_seed43_param1_5.dat,1607690699,00:00:21.621338,00:00:12.060269
3,sdne,1.5,0.25,0.026694746897952239,0.0454111172545697,0.0079783765413347744,128,200,0,diameter,exp3_network_seed44_param1_5.dat,1607690699,00:00:21.564029,00:00:12.284914
3,sdne,1.5,0.25,0.023312751951677476,0.038806365347289234,0.0078191385560657158,128,200,0,diameter,exp3_network_seed45_param1_5.dat,1607690699,00:00:21.509331,00:00:12.396013
3,sdne,1.5,0.25,0.0223215634982409,0.03575372434347486,0.0088894026530069378,128,200,0,diameter,exp3_network_seed46_param1_5.dat,1607690699,00:00:23.162481,00:00:12.426436
3,sdne,1.5,0.25,0.026770546797418238,0.039857032124780832,0.013684061470055645,128,200,0,diameter,exp3_network_seed47_param1_5.dat,1607690699,00:00:21.773796,00:00:12.171406
3,sdne,1.5,0.25,0.029244328267751522,0.0492040841176882,0.0092845724178148414,128,200,0,diameter,exp3_network_seed48_param1_5.dat,1607690699,00:00:21.765334,00:00:12.973670
3,sdne,1.5,0.25,0.028673164976860704,0.0487756743055363,0.0085706556481851028,128,200,0,diameter,exp3_network_seed49_param1_5.dat,1607690699,00:00:22.197012,00:00:12.282181
3,sdne,1.1,0.75,0.02301400080996972,0.040766599435661369,0.0052614021842780677,128,200,0,diameter,exp3_network_seed4_param1_1.dat,1607690699,00:00:22.035050,00:00:12.345461
3,sdne,1.6,0.25,0.022736614589185376,0.038397494943993186,0.0070757342343775627,128,200,0,diameter,exp3_network_seed50_param1_6.dat,1607690699,00:00:21.490952,00:00:12.350258
3,sdne,1.6,0.25,0.024253838074031295,0.040878285008821749,0.0076293911392408395,128,200,0,diameter,exp3_network_seed51_param1_6.dat,1607690699,00:00:21.945910,00:00:12.462737
3,sdne,1.6,1.75,0.027005844247939455,0.045862918609080816,0.0081487698867980969,128,200,0,diameter,exp3_network_seed52_param1_6.dat,1607690699,00:00:21.827375,00:00:12.433881
3,sdne,1.6,0.25,0.025974588845934059,0.044267273594417712,0.0076819040974504026,128,200,0,diameter,exp3_network_seed53_param1_6.dat,1607690699,00:00:21.288829,00:00:12.360491
3,sdne,1.6,1.75,0.029820805333249233,0.050130679868848151,0.0095109307976503146,128,200,0,diameter,exp3_network_seed54_param1_6.dat,1607690699,00:00:21.995592,00:00:12.383369
3,line,1.8,0.25,0.029246038082520919,0.044565774759069261,0.013926301405972577,128,200,0,diameter,exp3_network_seed78_param1_8.dat,1607683777,00:01:44.455311,00:00:12.103090
3,line,1.8,0.25,0.027701490804753946,0.041013994259208326,0.014388987350299564,128,200,0,diameter,exp3_network_seed79_param1_8.dat,1607683777,00:01:47.711176,00:00:11.805412
3,line,1.1,5.75,0.01606171611491938,0.017930657409842555,0.014192774819996205,128,200,0,diameter,exp3_network_seed7_param1_1.dat,1607683777,00:01:47.740782,00:00:12.072991
3,line,1.9,0.25,0.029972089617707032,0.04496449451059302,0.014979684724821044,128,200,0,diameter,exp3_network_seed80_param1_9.dat,1607683777,00:01:45.930128,00:00:11.946474
3,line,1.9,0.25,0.035221924406116989,0.056000061046269443,0.014443787765964534,128,200,0,diameter,exp3_network_seed81_param1_9.dat,1607683777,00:01:44.777895,00:00:11.961038
3,line,1.9,0.25,0.026677860640460585,0.037407685695083272,0.015948035585837902,128,200,0,diameter,exp3_network_seed82_param1_9.dat,1607683777,00:01:46.918743,00:00:11.867927
3,line,1.9,0.25,0.026430772626453887,0.040698366692864266,0.012163178560043508,128,200,0,diameter,exp3_network_seed83_param1_9.dat,1607683777,00:01:45.128387,00:00:12.246193
3,line,1.9,6.75,0.03564563282246784,0.042067780286381661,0.029223485358554017,128,200,0,diameter,exp3_network_seed84_param1_9.dat,1607683777,00:01:46.491853,00:00:12.126170
3,line,1.9,0.25,0.035106440764819731,0.052677711125826032,0.017535170403813426,128,200,0,diameter,exp3_network_seed85_param1_9.dat,1607683777,00:01:44.477554,00:00:11.795714
3,line,1.9,0.25,0.020589049368800065,0.029616410668669997,0.011561688068930136,128,200,0,diameter,exp3_network_seed86_param1_9.dat,1607683777,00:01:48.011631,00:00:12.081947
3,line,1.9,0.25,0.033766268799147639,0.051624646340188728,0.01590789125810655,128,200,0,diameter,exp3_network_seed87_param1_9.dat,1607683777,00:01:47.320072,00:00:11.969058
3,line,1.9,0.25,0.029252361531341024,0.043150320103027009,0.015354402959655039,128,200,0,diameter,exp3_network_seed88_param1_9.dat,1607683777,00:01:46.464800,00:00:11.858631
3,line,1.9,0.25,0.031093799329466203,0.046413453759049886,0.015774144899882516,128,200,0,diameter,exp3_network_seed89_param1_9.dat,1607683777,00:01:45.321089,00:00:11.842901
3,line,1.1,1.25,0.010515787652783338,0.016793583074263471,0.0042379922313032043,128,200,0,diameter,exp3_network_seed8_param1_1.dat,1607683777,00:01:45.044195,00:00:12.529721
3,line,2,0.25,0.036092326824165522,0.054688797528248109,0.017495856120082937,128,200,0,diameter,exp3_network_seed90_param2_0.dat,1607683777,00:01:45.937484,00:00:11.779807
3,line,2,0.25,0.030142365489708424,0.0494193931886698,0.010865337790747047,128,200,0,diameter,exp3_network_seed91_param2_0.dat,1607683777,00:01:45.879914,00:00:12.556415
3,line,2,0.25,0.0329996682086026,0.049456316844473304,0.01654301957273191,128,200,0,diameter,exp3_network_seed92_param2_0.dat,1607683777,00:01:45.240695,00:00:11.987367
3,line,2,0.25,0.027117939955839717,0.041768312458301447,0.012467567453377987,128,200,0,diameter,exp3_network_seed93_param2_0.dat,1607683777,00:01:46.053627,00:00:11.993061
3,line,2,0.25,0.039659286037578137,0.063993110409135662,0.015325461666020612,128,200,0,diameter,exp3_network_seed94_param2_0.dat,1607683777,00:01:45.584298,00:00:11.833806
3,line,2,5.75,0.026265230652820035,0.032231347148577012,0.020299114157063057,128,200,0,diameter,exp3_network_seed95_param2_0.dat,1607683777,00:01:45.425922,00:00:12.087874
3,line,2,0.25,0.035844135625924076,0.052975379881709708,0.018712891370138447,128,200,0,diameter,exp3_network_seed96_param2_0.dat,1607683777,00:01:47.158187,00:00:11.853271
3,line,2,0.25,0.032081680929584931,0.051500366881286591,0.012662994977883273,128,200,0,diameter,exp3_network_seed97_param2_0.dat,1607683777,00:01:43.856121,00:00:11.838082
3,line,2,0.25,0.033657582752145157,0.055490177988092006,0.011824987516198301,128,200,0,diameter,exp3_network_seed98_param2_0.dat,1607683777,00:01:45.546022,00:00:12.031016
3,line,2,0.25,0.027862375214629576,0.0376865832192533,0.018038167210005854,128,200,0,diameter,exp3_network_seed99_param2_0.dat,1607683777,00:01:45.456981,00:00:12.109228
3,line,1.1,0.75,0.013817532132267845,0.023061011849972116,0.0045740524145635722,128,200,0,diameter,exp3_network_seed9_param1_1.dat,1607683777,00:01:46.715953,00:00:12.120763
3,sdne,1.4,0.25,0.0213145686397122,0.035058091946925038,0.00757104533249936,128,200,0,diameter,exp3_network_seed32_param1_4.dat,1607691422,00:00:21.640428,00:00:11.890656
3,sdne,1.4,0.25,0.024621452170891647,0.042602729522681855,0.00664017481910144,128,200,0,diameter,exp3_network_seed33_param1_4.dat,1607691422,00:00:21.957493,00:00:11.871363
3,sdne,1.4,0.25,0.024665432116251884,0.040386931780539169,0.0089439324519646028,128,200,0,diameter,exp3_network_seed34_param1_4.dat,1607691422,00:00:21.739405,00:00:12.112066
3,sdne,1.4,0.25,0.025580428306717282,0.044067283861713852,0.0070935727517207128,128,200,0,diameter,exp3_network_seed35_param1_4.dat,1607691422,00:00:21.956656,00:00:12.230093
3,sdne,1.4,0.25,0.020292746216235544,0.0341863604037399,0.0063991320287311859,128,200,0,diameter,exp3_network_seed36_param1_4.dat,1607691422,00:00:21.780268,00:00:12.155460
3,sdne,1.4,0.25,0.025947334817851903,0.042836730204574507,0.0090579394311293,128,200,0,diameter,exp3_network_seed37_param1_4.dat,1607691422,00:00:21.842184,00:00:11.907585
3,sdne,1.4,1,0.018019677119791154,0.031427304649506743,0.0046120495900755648,128,200,0,diameter,exp3_network_seed38_param1_4.dat,1607691422,00:00:22.400376,00:00:12.046739
3,sdne,1.4,0.25,0.022071484454038753,0.036449887373990041,0.0076930815340874627,128,200,0,diameter,exp3_network_seed39_param1_4.dat,1607691422,00:00:21.807165,00:00:11.939013
3,sdne,1.1,0.25,0.016980882931597573,0.027515969524034678,0.0064457963391604646,128,200,0,diameter,exp3_network_seed3_param1_1.dat,1607691422,00:00:21.766436,00:00:11.913929
3,sdne,1.5,0.25,0.022096747840959854,0.035971308825487769,0.0082221868564319369,128,200,0,diameter,exp3_network_seed40_param1_5.dat,1607691422,00:00:21.726840,00:00:12.110246
3,sdne,1.5,0.25,0.026613293480057289,0.044797637166708509,0.0084289497934060716,128,200,0,diameter,exp3_network_seed41_param1_5.dat,1607691422,00:00:21.516117,00:00:12.051687
3,sdne,1.5,0.25,0.02164610156411273,0.036216377987137421,0.0070758251410880353,128,200,0,diameter,exp3_network_seed42_param1_5.dat,1607691422,00:00:22.108514,00:00:12.284023
3,sdne,1.5,0.25,0.0288654217790449,0.044834450040664,0.012896393517425803,128,200,0,diameter,exp3_network_seed43_param1_5.dat,1607691422,00:00:21.607696,00:00:12.006978
3,sdne,1.5,0.25,0.02654314059811436,0.045106220199565082,0.00798006099666364,128,200,0,diameter,exp3_network_seed44_param1_5.dat,1607691422,00:00:21.840780,00:00:12.040132
3,sdne,1.5,0.25,0.022970909800599904,0.038122564549407781,0.0078192550517920262,128,200,0,diameter,exp3_network_seed45_param1_5.dat,1607691422,00:00:21.779784,00:00:11.864822
3,sdne,1.5,0.25,0.022587829295719345,0.036286363955685838,0.0088892946357528521,128,200,0,diameter,exp3_network_seed46_param1_5.dat,1607691422,00:00:22.435799,00:00:12.013348
3,sdne,1.5,0.25,0.027227400408874104,0.040768591904791644,0.013686208912956565,128,200,0,diameter,exp3_network_seed47_param1_5.dat,1607691422,00:00:21.951876,00:00:11.730780
3,sdne,1.5,0.25,0.028843174504748818,0.048400194986716126,0.0092861540227815141,128,200,0,diameter,exp3_network_seed48_param1_5.dat,1607691422,00:00:21.714979,00:00:11.957267
3,sdne,1.5,0.25,0.028428001492927877,0.048289715894895717,0.0085662870909600352,128,200,0,diameter,exp3_network_seed49_param1_5.dat,1607691422,00:00:21.461548,00:00:12.093906
3,sdne,1.1,0.25,0.022843298783013354,0.040421121060869925,0.00526547650515678,128,200,0,diameter,exp3_network_seed4_param1_1.dat,1607691422,00:00:21.862090,00:00:12.192910
3,sdne,1.6,0.25,0.022387314210478421,0.037698063948158562,0.0070765644727982828,128,200,0,diameter,exp3_network_seed50_param1_6.dat,1607691422,00:00:21.442968,00:00:12.133343
3,sdne,1.6,0.25,0.02484445129726209,0.0420602620593502,0.0076286405351739823,128,200,0,diameter,exp3_network_seed51_param1_6.dat,1607691422,00:00:21.608299,00:00:11.830936
3,sdne,1.6,1.5,0.026203805789054787,0.044237884616146278,0.0081697269619632942,128,200,0,diameter,exp3_network_seed52_param1_6.dat,1607691422,00:00:21.587016,00:00:11.940606
3,sdne,1.6,0.25,0.026687458506786752,0.045692511103591432,0.007682405909982073,128,200,0,diameter,exp3_network_seed53_param1_6.dat,1607691422,00:00:21.828391,00:00:11.987696
3,sdne,1.6,0.25,0.03079396265259781,0.052068334899831141,0.00951959040536448,128,200,0,diameter,exp3_network_seed54_param1_6.dat,1607691422,00:00:22.256869,00:00:11.828930
3,node2vec,1.8,2.25,0.0074392620839312008,0.0067345778257303923,0.00814394634213201,128,200,0,diameter,exp3_network_seed78_param1_8.dat,1607630529,00:05:03.712039,00:00:12.685591
3,node2vec,1.8,1.75,0.0079297096179807049,0.0059568008403277223,0.0099026183956336857,128,200,0,diameter,exp3_network_seed79_param1_8.dat,1607630529,00:05:05.734582,00:00:12.260900
3,node2vec,1.1,3,0.0032143800495280954,0.0034352464675354542,0.002993513631520736,128,200,0,diameter,exp3_network_seed7_param1_1.dat,1607630529,00:05:02.775902,00:00:12.718330
3,node2vec,1.9,2.25,0.0072303555800188437,0.0057051206465060095,0.0087555905135316778,128,200,0,diameter,exp3_network_seed80_param1_9.dat,1607630529,00:05:03.604015,00:00:12.594756
3,node2vec,1.9,2.25,0.0075720008751732305,0.0065393631606821007,0.00860463858966436,128,200,0,diameter,exp3_network_seed81_param1_9.dat,1607630529,00:04:59.787085,00:00:12.308195
3,node2vec,1.9,2,0.0073087513587419117,0.0054342118827239508,0.0091832908347598725,128,200,0,diameter,exp3_network_seed82_param1_9.dat,1607630529,00:05:05.195619,00:00:12.265950
3,node2vec,1.9,2,0.0065526519604717833,0.0058139831478816939,0.0072913207730618736,128,200,0,diameter,exp3_network_seed83_param1_9.dat,1607630529,00:05:06.162740,00:00:12.239098
3,node2vec,1.9,2.25,0.0074475517946536677,0.00693647042287433,0.0079586331664330042,128,200,0,diameter,exp3_network_seed84_param1_9.dat,1607630529,00:05:00.968784,00:00:12.274618
3,node2vec,1.9,2,0.0096269035524863544,0.00732577728948695,0.01192802981548576,128,200,0,diameter,exp3_network_seed85_param1_9.dat,1607630529,00:05:07.479759,00:00:12.669827
3,node2vec,1.9,2,0.0054704466185603821,0.0044372122319508009,0.0065036810051699642,128,200,0,diameter,exp3_network_seed86_param1_9.dat,1607630529,00:05:02.967953,00:00:12.048271
3,node2vec,1.9,2.25,0.00813602789253023,0.0068434689431286977,0.0094285868419317648,128,200,0,diameter,exp3_network_seed87_param1_9.dat,1607630529,00:05:05.149476,00:00:12.628056
3,node2vec,1.9,1.75,0.008518260295560947,0.0063398015691517587,0.010696719021970134,128,200,0,diameter,exp3_network_seed88_param1_9.dat,1607630529,00:05:01.346106,00:00:12.271846
3,node2vec,1.9,2.25,0.0079610516562741446,0.0062277565459967288,0.0096943467665515613,128,200,0,diameter,exp3_network_seed89_param1_9.dat,1607630529,00:05:05.922043,00:00:12.635395
3,node2vec,1.1,3,0.0016222991886325809,0.0017464918088578702,0.0014981065684072916,128,200,0,diameter,exp3_network_seed8_param1_1.dat,1607630529,00:05:02.001096,00:00:13.562908
3,node2vec,2,1.75,0.0099299588770182939,0.0079007384711490564,0.011959179282887533,128,200,0,diameter,exp3_network_seed90_param2_0.dat,1607630529,00:05:07.937524,00:00:12.833423
3,node2vec,2,2.25,0.0059180830938754432,0.0054224937359515389,0.0064136724517993484,128,200,0,diameter,exp3_network_seed91_param2_0.dat,1607630529,00:05:05.256570,00:00:12.353765
3,node2vec,2,2,0.0086504841299563512,0.006870204443936892,0.01043076381597581,128,200,0,diameter,exp3_network_seed92_param2_0.dat,1607630529,00:04:59.184921,00:00:12.145694
3,node2vec,2,2,0.0061240310618784193,0.0050315999569397725,0.0072164621668170661,128,200,0,diameter,exp3_network_seed93_param2_0.dat,1607630529,00:05:02.214244,00:00:12.854870
3,node2vec,2,2.25,0.0094582466787602928,0.0093541581920416964,0.00956233516547889,128,200,0,diameter,exp3_network_seed94_param2_0.dat,1607630529,00:05:03.966998,00:00:12.151535
3,node2vec,2,2.5,0.0063925904813012186,0.0068880298413021464,0.0058971511213002908,128,200,0,diameter,exp3_network_seed95_param2_0.dat,1607630529,00:05:05.537907,00:00:12.227541
3,node2vec,2,1.75,0.0098886678317905465,0.0069619844954733386,0.012815351168107756,128,200,0,diameter,exp3_network_seed96_param2_0.dat,1607630529,00:05:03.606331,00:00:12.294645
3,node2vec,2,2.25,0.008147377830986114,0.0081787337280275277,0.0081160219339446987,128,200,0,diameter,exp3_network_seed97_param2_0.dat,1607630529,00:04:59.846257,00:00:12.698995
3,node2vec,2,2,0.0076753053692829691,0.007683947232384537,0.0076666635061814,128,200,0,diameter,exp3_network_seed98_param2_0.dat,1607630529,00:05:02.513253,00:00:12.287867
3,node2vec,2,1.75,0.0089464892503797223,0.0056968506890404946,0.012196127811718948,128,200,0,diameter,exp3_network_seed99_param2_0.dat,1607630529,00:05:06.943786,00:00:12.053327
3,node2vec,1.1,3.25,0.0020752993061967577,0.0022542618977799116,0.001896336714613604,128,200,0,diameter,exp3_network_seed9_param1_1.dat,1607630529,00:05:05.169782,00:00:12.267604
3,hope,1.1,1,0.017377013508772573,0.029217855875141058,0.0055361711424040871,32,200,0,diameter,exp3_network_seed0_param1_1.dat,1607706490,00:01:46.379063,00:00:14.698699
3,hope,1.2,0.25,0.014064977611889712,0.024035139192569548,0.0040948160312098743,32,200,0,diameter,exp3_network_seed10_param1_2.dat,1607706490,00:01:44.994294,00:00:11.574925
3,hope,1.2,0.25,0.018352351680597821,0.028854163976510919,0.00785053938468472,32,200,0,diameter,exp3_network_seed11_param1_2.dat,1607706490,00:01:45.163426,00:00:14.564094
3,hope,1.2,1.25,0.014297768549084686,0.024854381481856508,0.0037411556163128648,32,200,0,diameter,exp3_network_seed12_param1_2.dat,1607706490,00:01:44.218397,00:00:11.527325
3,hope,1.2,0.25,0.021940614464376458,0.035434812524177052,0.0084464164045758676,32,200,0,diameter,exp3_network_seed13_param1_2.dat,1607706490,00:01:42.940627,00:00:10.972868
3,hope,1.2,0.25,0.019575653900901331,0.031470120415031229,0.0076811873867714316,32,200,0,diameter,exp3_network_seed14_param1_2.dat,1607706490,00:01:44.859306,00:00:14.124062
3,hope,1.2,0.25,0.018328249443381718,0.0301346296525154,0.0065218692342480355,32,200,0,diameter,exp3_network_seed15_param1_2.dat,1607706490,00:01:44.776585,00:00:14.191272
3,hope,1.2,0.25,0.017814834392241137,0.029333077736274416,0.0062965910482078551,32,200,0,diameter,exp3_network_seed16_param1_2.dat,1607706490,00:01:43.213477,00:00:15.367279
3,hope,1.2,0.25,0.022123569802877684,0.03577872857388,0.0084684110318753621,32,200,0,diameter,exp3_network_seed17_param1_2.dat,1607706490,00:01:44.568320,00:00:14.428946
3,hope,1.2,1.25,0.0111507396747913,0.018971460965290746,0.0033300183842918567,32,200,0,diameter,exp3_network_seed18_param1_2.dat,1607706490,00:01:45.039242,00:00:11.234603
3,hope,1.2,0.25,0.019323790298877302,0.030584888669757063,0.008062691927997542,32,200,0,diameter,exp3_network_seed19_param1_2.dat,1607706490,00:01:45.024839,00:00:14.504565
3,hope,1.1,0.25,0.017176182674628161,0.029721106446939025,0.0046312589023172991,32,200,0,diameter,exp3_network_seed1_param1_1.dat,1607706490,00:01:43.948072,00:00:11.181095
3,hope,1.3,0.25,0.021532429178163885,0.03509005412595597,0.0079748042303718035,32,200,0,diameter,exp3_network_seed20_param1_3.dat,1607706490,00:01:45.045378,00:00:14.468858
3,hope,1.3,0.5,0.028997287135210811,0.049139036638473708,0.0088555376319479177,32,200,0,diameter,exp3_network_seed21_param1_3.dat,1607706490,00:01:43.718476,00:00:11.867652
3,hope,1.3,0.25,0.0239027888004594,0.040594764709029618,0.0072108128918891871,32,200,0,diameter,exp3_network_seed22_param1_3.dat,1607706490,00:01:44.717033,00:00:14.601757
3,hope,1.3,0.25,0.015777885533048826,0.026442457109250018,0.0051133139568476371,32,200,0,diameter,exp3_network_seed23_param1_3.dat,1607706490,00:01:45.378085,00:00:14.409610
3,hope,1.3,0.75,0.016270124593051095,0.026360743715206549,0.0061795054708956385,32,200,0,diameter,exp3_network_seed24_param1_3.dat,1607706490,00:01:45.966558,00:00:14.177349
3,hope,1.3,0.25,0.014378741900447314,0.023513607708557559,0.0052438760923370709,32,200,0,diameter,exp3_network_seed25_param1_3.dat,1607706490,00:01:43.944598,00:00:14.627983
3,hope,1.3,1,0.01281087429531997,0.021671673070209903,0.0039500755204300384,32,200,0,diameter,exp3_network_seed26_param1_3.dat,1607706490,00:01:44.363944,00:00:12.354039
3,hope,1.3,1.25,0.020432354669123076,0.034368214248692588,0.0064964950895535622,32,200,0,diameter,exp3_network_seed27_param1_3.dat,1607706490,00:01:43.596731,00:00:11.971890
3,hope,1.3,0.25,0.019510608348606753,0.032472190819028517,0.0065490258781849874,32,200,0,diameter,exp3_network_seed28_param1_3.dat,1607706490,00:01:43.675649,00:00:11.913201
3,hope,1.3,1,0.023214511778796104,0.039119735661378274,0.007309287896213934,32,200,0,diameter,exp3_network_seed29_param1_3.dat,1607706490,00:01:45.133318,00:00:15.570981
3,hope,1.1,0.25,0.016603843273741294,0.027719616380000114,0.0054880701674824761,32,200,0,diameter,exp3_network_seed2_param1_1.dat,1607706490,00:01:45.774526,00:00:15.775480
3,hope,1.4,0.25,0.016238567990644662,0.025510492735450956,0.0069666432458383668,32,200,0,diameter,exp3_network_seed30_param1_4.dat,1607706490,00:01:48.828197,00:00:11.997740
3,hope,1.4,0.25,0.029466249134245302,0.046483303427756265,0.012449194840734337,32,200,0,diameter,exp3_network_seed31_param1_4.dat,1607706490,00:01:45.275956,00:00:14.592421
3,hope,1.1,0.75,0.017102046199849102,0.028643400714503366,0.0055606916851948362,128,200,0,diameter,exp3_network_seed0_param1_1.dat,1607698164,00:02:03.350275,00:00:12.389439
3,hope,1.2,0.5,0.014920359761069457,0.025744929833367739,0.0040957896887711754,128,200,0,diameter,exp3_network_seed10_param1_2.dat,1607698164,00:02:07.909719,00:00:12.427974
3,hope,1.2,0.75,0.01970782187602705,0.031566609730798764,0.0078490340212553356,128,200,0,diameter,exp3_network_seed11_param1_2.dat,1607698164,00:02:03.443543,00:00:12.459537
3,hope,1.2,1.5,0.014319761569838312,0.02488992885450354,0.0037495942851730837,128,200,0,diameter,exp3_network_seed12_param1_2.dat,1607698164,00:02:06.697363,00:00:12.640197
3,hope,1.2,1,0.023737098736218855,0.039041873375338862,0.00843232409709885,128,200,0,diameter,exp3_network_seed13_param1_2.dat,1607698164,00:02:06.450461,00:00:12.419299
3,hope,1.2,0.5,0.020307736916970239,0.032927446131698616,0.00768802770224186,128,200,0,diameter,exp3_network_seed14_param1_2.dat,1607698164,00:02:03.937748,00:00:12.425816
3,hope,1.2,0.75,0.019154864320495728,0.031787993505751053,0.0065217351352403995,128,200,0,diameter,exp3_network_seed15_param1_2.dat,1607698164,00:02:03.387469,00:00:12.210577
3,hope,1.2,0.25,0.018116760256131969,0.029929704925282106,0.00630381558698183,128,200,0,diameter,exp3_network_seed16_param1_2.dat,1607698164,00:02:02.125225,00:00:12.367012
3,hope,1.2,0.5,0.022733626632279916,0.036996019961941642,0.0084712333026181856,128,200,0,diameter,exp3_network_seed17_param1_2.dat,1607698164,00:02:06.164514,00:00:12.169255
3,hope,1.2,1.25,0.011672158480232005,0.019991289693932424,0.0033530272665315873,128,200,0,diameter,exp3_network_seed18_param1_2.dat,1607698164,00:02:06.775611,00:00:12.462436
3,hope,1.2,0.5,0.020692038781832338,0.033314677101094273,0.0080694004625704047,128,200,0,diameter,exp3_network_seed19_param1_2.dat,1607698164,00:02:03.093102,00:00:12.107568
3,hope,1.1,0.75,0.016567573735241065,0.0285056625849042,0.0046294848855779327,128,200,0,diameter,exp3_network_seed1_param1_1.dat,1607698164,00:02:03.609458,00:00:12.607651
3,hope,1.3,0.75,0.021382786013636561,0.034794669767413085,0.0079709022598600382,128,200,0,diameter,exp3_network_seed20_param1_3.dat,1607698164,00:02:03.652877,00:00:12.475682
3,hope,1.3,0.75,0.02962752446918341,0.050387774012695709,0.0088672749256711071,128,200,0,diameter,exp3_network_seed21_param1_3.dat,1607698164,00:02:04.355385,00:00:12.371164
3,hope,1.3,0.75,0.024731144805907285,0.042255366041156546,0.0072069235706580222,128,200,0,diameter,exp3_network_seed22_param1_3.dat,1607698164,00:02:07.999097,00:00:12.824345
3,hope,1.3,0.75,0.015895587068781126,0.026684388806944768,0.0051067853306174865,128,200,0,diameter,exp3_network_seed23_param1_3.dat,1607698164,00:02:08.538364,00:00:12.915488
3,hope,1.3,1.25,0.017517922448521312,0.028859657786482942,0.0061761871105596835,128,200,0,diameter,exp3_network_seed24_param1_3.dat,1607698164,00:02:08.350939,00:00:12.289822
3,hope,1.3,0.75,0.015062668044586319,0.024883182241027303,0.0052421538481453363,128,200,0,diameter,exp3_network_seed25_param1_3.dat,1607698164,00:02:04.890293,00:00:12.241445
3,hope,1.3,1.25,0.012511599876799491,0.021056240701518979,0.0039669590520800034,128,200,0,diameter,exp3_network_seed26_param1_3.dat,1607698164,00:02:08.163944,00:00:12.369759
3,hope,1.3,1.5,0.0212820206631992,0.036041801063961487,0.0065222402624369128,128,200,0,diameter,exp3_network_seed27_param1_3.dat,1607698164,00:02:07.830151,00:00:12.373619
3,hope,1.3,0.75,0.0195423063983594,0.032535714442873856,0.0065488983538449412,128,200,0,diameter,exp3_network_seed28_param1_3.dat,1607698164,00:02:02.156178,00:00:12.515860
3,hope,1.3,1,0.023533466708628575,0.039730146310903811,0.0073367871063533411,128,200,0,diameter,exp3_network_seed29_param1_3.dat,1607698164,00:02:07.159065,00:00:12.452979
3,hope,1.1,0.75,0.016234102819859347,0.026982772858576934,0.0054854327811417591,128,200,0,diameter,exp3_network_seed2_param1_1.dat,1607698164,00:02:08.923206,00:00:12.504239
3,hope,1.4,0.5,0.016358925418250118,0.025743469682607274,0.0069743811538929643,128,200,0,diameter,exp3_network_seed30_param1_4.dat,1607698164,00:02:04.161017,00:00:12.448653
3,hope,1.4,0.25,0.031305206467459809,0.050144148417823317,0.012466264517096304,128,200,0,diameter,exp3_network_seed31_param1_4.dat,1607698164,00:02:04.730972,00:00:12.303933
3,hope,1.6,0.75,0.017786554602878535,0.029528503626001693,0.006044605579755378,128,200,0,diameter,exp3_network_seed55_param1_6.dat,1607690259,00:01:28.334075,00:00:10.879067
3,hope,1.6,1,0.024711953577475916,0.042658932268209306,0.0067649748867425249,128,200,0,diameter,exp3_network_seed56_param1_6.dat,1607690259,00:01:24.843714,00:00:10.748071
3,hope,1.6,0.75,0.025488243632608126,0.040551491395206717,0.010424995870009533,128,200,0,diameter,exp3_network_seed57_param1_6.dat,1607690259,00:01:24.135171,00:00:10.668401
3,hope,1.6,0.5,0.027926504688069446,0.046654679060361658,0.0091983303157772353,128,200,0,diameter,exp3_network_seed58_param1_6.dat,1607690259,00:01:23.282982,00:00:10.675881
3,hope,1.6,0.5,0.028758550800866294,0.048616601747448453,0.0089004998542841357,128,200,0,diameter,exp3_network_seed59_param1_6.dat,1607690259,00:01:25.107924,00:00:10.670678
3,hope,1.1,1.5,0.010300015448138196,0.017977001345716073,0.0026230295505603168,128,200,0,diameter,exp3_network_seed5_param1_1.dat,1607690259,00:01:28.017246,00:00:10.796207
3,hope,1.7,0.25,0.025114820700351644,0.040029961729949187,0.010199679670754101,128,200,0,diameter,exp3_network_seed60_param1_7.dat,1607690259,00:01:25.026462,00:00:10.737012
3,hope,1.7,0.5,0.026549060923716158,0.041208766719882217,0.011889355127550096,128,200,0,diameter,exp3_network_seed61_param1_7.dat,1607690259,00:01:23.878799,00:00:10.679134
