experiment,algorithm,gamma,best_alpha,best_div_score,best_div_external,best_div_internal,dim,l,f,m,graph_seed,iter,alg_duration,cge_duration
4,deepWalk,2.5,3.5,0.00035444079002335406,0.00018731183642425007,0.000521569743622458,128,200,0,diameter,exp4_network_seed48_param2_5.dat,1721612189,00:03:30.360266,00:00:12.073400
4,deepWalk,2.5,4.5,0.00029675957278189311,0.0001722204366676576,0.00042129870889612861,128,200,0,diameter,exp4_network_seed49_param2_5.dat,1721612189,00:03:32.708764,00:00:11.950967
4,deepWalk,2.1,4.5,0.00054582401133895949,0.00024584406830310807,0.000845803954374811,128,200,0,diameter,exp4_network_seed4_param2_1.dat,1721612189,00:03:36.004923,00:00:11.141318
4,deepWalk,2.6,3.5,0.00033321569618869229,0.00024485013518255473,0.00042158125719482986,128,200,0,diameter,exp4_network_seed50_param2_6.dat,1721612189,00:03:37.536292,00:00:11.352726
4,deepWalk,2.6,3.25,0.0004041725286771208,0.00030089672577168872,0.00050744833158255283,128,200,0,diameter,exp4_network_seed51_param2_6.dat,1721612189,00:03:33.388177,00:00:13.241898
4,deepWalk,2.6,4,0.00038337079283816888,0.00029766405515183276,0.00046907753052450495,128,200,0,diameter,exp4_network_seed52_param2_6.dat,1721612189,00:03:37.594804,00:00:14.265373
4,deepWalk,2.6,3.75,0.00030158930629875145,0.00025008149416817283,0.00035309711842933006,128,200,0,diameter,exp4_network_seed53_param2_6.dat,1721612189,00:03:30.466745,00:00:11.076907
4,deepWalk,2.6,3.25,0.00029541123183582054,0.0002127250372644993,0.00037809742640714178,128,200,0,diameter,exp4_network_seed54_param2_6.dat,1721612189,00:03:31.076756,00:00:11.752527
4,deepWalk,2.8,3.5,0.00027050189230424409,0.00025290038117063273,0.0002881034034378555,128,200,0,diameter,exp4_network_seed78_param2_8.dat,1721612117,00:05:18.859866,00:00:12.837980
4,deepWalk,2.8,3.75,0.000273597450865733,0.00025561987846105607,0.00029157502327040988,128,200,0,diameter,exp4_network_seed79_param2_8.dat,1721612117,00:05:20.329577,00:00:12.792166
4,deepWalk,2.1,3.25,0.0005478651651385075,0.00037543661368491835,0.00072029371659209653,128,200,0,diameter,exp4_network_seed7_param2_1.dat,1721612117,00:05:25.222053,00:00:18.997502
4,deepWalk,2.9,3.5,0.00032262615047630596,0.00021562470665402683,0.00042962759429858509,128,200,0,diameter,exp4_network_seed80_param2_9.dat,1721612117,00:05:10.966999,00:00:15.275656
4,deepWalk,2.9,3,0.00027723049923081554,0.00027829613160103663,0.00027616486686059445,128,200,0,diameter,exp4_network_seed81_param2_9.dat,1721612117,00:05:09.987423,00:00:20.239373
4,deepWalk,2.9,3.5,0.00023515728201195044,0.0002282418377698722,0.00024207272625402867,128,200,0,diameter,exp4_network_seed82_param2_9.dat,1721612117,00:05:17.136013,00:00:20.829987
4,deepWalk,2.9,3.75,0.00032929820745689867,0.00020233179473566816,0.00045626462017812918,128,200,0,diameter,exp4_network_seed83_param2_9.dat,1721612117,00:05:13.363987,00:00:21.456888
4,deepWalk,2.9,4,0.00020584607503431357,0.00013481380394579618,0.00027687834612283096,128,200,0,diameter,exp4_network_seed84_param2_9.dat,1721612117,00:05:09.643982,00:00:14.803109
4,deepWalk,2.9,3,0.00032208062507368192,0.00025773761810965392,0.00038642363203771,128,200,0,diameter,exp4_network_seed85_param2_9.dat,1721612117,00:05:09.536699,00:00:20.990505
4,deepWalk,2.9,3.25,0.00025837860282970621,0.00022747252007724651,0.00028928468558216591,128,200,0,diameter,exp4_network_seed86_param2_9.dat,1721612117,00:04:58.019763,00:00:19.924406
4,deepWalk,2.9,3.5,0.0002674175475902958,0.00024410489770466373,0.00029073019747592787,128,200,0,diameter,exp4_network_seed87_param2_9.dat,1721612117,00:05:00.322117,00:00:23.838759
4,deepWalk,2.9,3.75,0.00023576614320774503,0.00020671591668766707,0.000264816369727823,128,200,0,diameter,exp4_network_seed88_param2_9.dat,1721612117,00:05:08.263312,00:00:19.253292
4,deepWalk,2.9,4,0.0002505414865345465,0.00021992426806121383,0.00028115870500787916,128,200,0,diameter,exp4_network_seed89_param2_9.dat,1721612117,00:04:55.535247,00:00:16.377851
4,deepWalk,2.1,3.5,0.000453751928546271,0.00026713539936512332,0.00064036845772741857,128,200,0,diameter,exp4_network_seed8_param2_1.dat,1721612117,00:05:02.557138,00:00:19.071893
