experiment,algorithm,auc,acc,best_alpha,best_div_score,best_div_external,best_div_internal,l,f,m,dim,graph,seed
11,line,0.46478686698098748,0.48446794448116326,1.5,2.7443198537548152e-05,3.2163274635208865e-05,2.2723122439887441e-05,200,0,diameter,32,exp11_community_seed1_7.dat,1
11,line,0.4542007383465354,0.47851949768671515,1.75,2.9777222229516327e-05,3.5777906785761814e-05,2.3776537673270836e-05,200,0,diameter,64,exp11_community_seed1_7.dat,1
11,line,0.45942239301685456,0.47504957038995371,1.25,3.1006473317835251e-05,3.973240679861206e-05,2.2280539837058441e-05,200,0,diameter,128,exp11_community_seed1_7.dat,1
11,line,0.34809888981547454,0.39292795769993388,1.75,2.5643086523800486e-05,2.8426176416248365e-05,2.2859996631352606e-05,200,0,diameter,4,exp11_community_seed1_7.dat,10
11,line,0.37284575210480309,0.41407799074686052,1.5,3.065359283608001e-05,3.8119154723735538e-05,2.3188030948424483e-05,200,0,diameter,8,exp11_community_seed1_7.dat,10
11,line,0.41273047664894991,0.44629874421678783,1.75,2.6610277996950087e-05,2.9150971228743443e-05,2.406958476515673e-05,200,0,diameter,16,exp11_community_seed1_7.dat,10
11,line,0.46449306495064369,0.48545935228023795,2.0,2.6361987934874879e-05,2.9660523869825284e-05,2.3063451999924471e-05,200,0,diameter,32,exp11_community_seed1_7.dat,10
11,line,0.46601938301628237,0.48380700594844678,2.0,2.7310931483316361e-05,3.0119853996730484e-05,2.4502008969902237e-05,200,0,diameter,64,exp11_community_seed1_7.dat,10
11,line,0.46340667180972661,0.48512888301387969,2.25,2.5970157200016097e-05,2.8615512265007034e-05,2.3324802135025156e-05,200,0,diameter,128,exp11_community_seed1_7.dat,10
11,line,0.33123594741148427,0.38103106411103765,1.0,2.7136056013391339e-05,3.3065370781915407e-05,2.1206741244867271e-05,200,0,diameter,4,exp11_community_seed1_7.dat,3
11,line,0.37409661540934724,0.41506939854593522,1.75,2.8371162675783173e-05,3.82955984768959e-05,1.8446726874670445e-05,200,0,diameter,8,exp11_community_seed1_7.dat,3
11,line,0.40444919641144889,0.4410112359550562,2.5,2.5030300368554982e-05,3.1220950091898089e-05,1.8839650645211876e-05,200,0,diameter,16,exp11_community_seed1_7.dat,3
11,line,0.45547098641472072,0.4813284864507601,2.75,1.9225915310011066e-05,1.8553323416937854e-05,1.9898507203084279e-05,200,0,diameter,32,exp11_community_seed1_7.dat,3
11,line,0.46838033801785711,0.48694646397884994,4.0,1.7414074501638792e-05,1.5250741855165478e-05,1.9577407148112106e-05,200,0,diameter,64,exp11_community_seed1_7.dat,3
11,line,0.45866663295719978,0.48050231328486454,2.0,2.6529342045395459e-05,3.3123181448259088e-05,1.9935502642531829e-05,200,0,diameter,128,exp11_community_seed1_7.dat,3
11,node2vec,0.82202843040422091,0.78701255783212165,0.25,2.5474749347362807e-05,2.6582973753154577e-05,2.4366524941571037e-05,200,0,diameter,4,exp11_community_seed1_7.dat,5
11,node2vec,0.82109411209919414,0.75875743555849307,2.75,1.3916516809949286e-05,1.306850317003767e-06,2.6526183302894805e-05,200,0,diameter,8,exp11_community_seed1_7.dat,5
11,node2vec,0.81258630315193,0.741407799074686,1.25,1.7056733275871705e-05,1.0908855656529027e-05,2.3204610895214382e-05,200,0,diameter,16,exp11_community_seed1_7.dat,5
11,node2vec,0.80946126083307979,0.73711169861202908,1.0,1.7097838788618345e-05,9.9081320702214726e-06,2.4287545507015217e-05,200,0,diameter,32,exp11_community_seed1_7.dat,5
11,node2vec,0.805824542661551,0.73050231328486448,1.0,1.7663728046313812e-05,1.1406550837987222e-05,2.39209052546404e-05,200,0,diameter,64,exp11_community_seed1_7.dat,5
11,node2vec,0.801288999414198,0.72703238598810316,0.75,1.7759933140689539e-05,1.1487811948457681e-05,2.4032054332921398e-05,200,0,diameter,128,exp11_community_seed1_7.dat,5
11,line,0.34692941521573983,0.39507600793126241,0.25,2.3713326089125054e-05,2.5828298347968303e-05,2.1598353830281805e-05,200,0,diameter,4,exp11_community_seed1_7.dat,9
11,line,0.37077898136834808,0.41226040978189027,1.0,2.5128273743888086e-05,2.8864105522054013e-05,2.1392441965722163e-05,200,0,diameter,8,exp11_community_seed1_7.dat,9
11,line,0.42834908104207242,0.45637805684071381,1.75,2.4017511071194619e-05,2.6178856003827939e-05,2.1856166138561298e-05,200,0,diameter,16,exp11_community_seed1_7.dat,9
11,line,0.45473851537391957,0.47901520158625249,2.0,2.4193465557705936e-05,2.7967793838906392e-05,2.041913727650548e-05,200,0,diameter,32,exp11_community_seed1_7.dat,9
11,line,0.47463449072567382,0.49586913417052214,2.0,2.5405252976334777e-05,2.9281282595018817e-05,2.1529223357650738e-05,200,0,diameter,64,exp11_community_seed1_7.dat,9
11,line,0.47924224904321178,0.49702577660277591,2.25,2.0934899663274203e-05,2.0239946989485358e-05,2.1629852337063049e-05,200,0,diameter,128,exp11_community_seed1_7.dat,9
11,line,0.32881113189982913,0.38169200264375414,1.5,2.7018090096131034e-05,2.4390710769765122e-05,2.9645469422496945e-05,200,0,diameter,4,exp11_community_seed1_7.dat,7
11,line,0.3617820757226749,0.4035029742233972,2.0,2.9059141051103967e-05,2.9312271243891856e-05,2.8806010858316079e-05,200,0,diameter,8,exp11_community_seed1_7.dat,7
11,line,0.43910186403887175,0.46513549239920687,1.25,2.9171204119387309e-05,2.9967230699138008e-05,2.8375177539636609e-05,200,0,diameter,16,exp11_community_seed1_7.dat,7
11,line,0.45208056395137275,0.47984137475214805,1.25,3.2714275822492639e-05,3.6725143280921109e-05,2.8703408364064172e-05,200,0,diameter,32,exp11_community_seed1_7.dat,7
11,line,0.46841189968936325,0.49157303370786515,2.0,2.6759523008335627e-05,2.45944041252378e-05,2.8924641891433455e-05,200,0,diameter,64,exp11_community_seed1_7.dat,7
11,line,0.47391649000139352,0.49074686054196959,2.0,3.0863233805457179e-05,3.2721241312465507e-05,2.9005226298448843e-05,200,0,diameter,128,exp11_community_seed1_7.dat,7
11,node2vec,0.82000501601236087,0.78734302709847981,0.25,2.7600924911484339e-05,3.4337936420149389e-05,2.0863913402819289e-05,200,0,diameter,4,exp11_community_seed1_7.dat,6
11,node2vec,0.82072069602550091,0.76074025115664246,2.0,2.6270856108738362e-05,2.9784814360136723e-05,2.275689785734e-05,200,0,diameter,8,exp11_community_seed1_7.dat,6
11,node2vec,0.81642164689457175,0.748678122934567,1.25,2.2769341044831968e-05,2.4237929634070927e-05,2.1300752455593008e-05,200,0,diameter,16,exp11_community_seed1_7.dat,6
11,node2vec,0.81174112745716909,0.73892927957699939,0.75,2.2678736928050431e-05,2.4946670252099618e-05,2.0410803604001244e-05,200,0,diameter,32,exp11_community_seed1_7.dat,6
11,node2vec,0.81031047729547279,0.7387640449438202,0.5,2.3496959606759692e-05,2.5868944404209367e-05,2.1124974809310017e-05,200,0,diameter,64,exp11_community_seed1_7.dat,6
11,node2vec,0.80476195728668354,0.73347653668208856,0.5,2.4564378140656189e-05,2.8427848222637332e-05,2.0700908058675049e-05,200,0,diameter,128,exp11_community_seed1_7.dat,6
11,node2vec,0.8206202228843742,0.7837078651685393,8.5,1.4107821887837518e-05,8.3091568211682859e-06,1.9906486954506749e-05,200,0,diameter,4,exp11_community_seed1_7.dat,11
11,node2vec,0.81986479045452743,0.76090548578982153,2.0,8.8318713739047831e-06,1.5122401876662735e-06,1.6151502560143293e-05,200,0,diameter,8,exp11_community_seed1_7.dat,11
11,node2vec,0.815710826723584,0.74487772637144745,1.25,9.7389533351855189e-06,3.2904012402561327e-06,1.6187505430114905e-05,200,0,diameter,16,exp11_community_seed1_7.dat,11
11,node2vec,0.81419895167198231,0.74586913417052214,0.75,1.0310332987252263e-05,3.3188725431892625e-06,1.7301793431315264e-05,200,0,diameter,32,exp11_community_seed1_7.dat,11
11,node2vec,0.81412392444594506,0.74239920687376071,0.75,1.138233735418572e-05,4.8093276937034857e-06,1.7955347014667954e-05,200,0,diameter,64,exp11_community_seed1_7.dat,11
11,node2vec,0.810123209557704,0.7377726371447455,0.75,1.1327392713798279e-05,4.9290964875968563e-06,1.77256889399997e-05,200,0,diameter,128,exp11_community_seed1_7.dat,11
11,node2vec,0.8115443311524837,0.78205551883674818,6.75,2.0927803906750269e-05,1.7321483055871581e-05,2.4534124757628957e-05,200,0,diameter,4,exp11_community_seed1_7.dat,10
11,node2vec,0.81087410977520658,0.75677461996034368,2.25,1.846556237888927e-05,1.5947846254842936e-05,2.0983278502935603e-05,200,0,diameter,8,exp11_community_seed1_7.dat,10
11,node2vec,0.80891641246233892,0.74289491077329806,1.25,2.1720158219526973e-05,1.9800564333978711e-05,2.3639752105075236e-05,200,0,diameter,16,exp11_community_seed1_7.dat,10
11,node2vec,0.80780588392556429,0.738433575677462,1.0,2.1625983917422482e-05,2.0497978574317706e-05,2.2753989260527259e-05,200,0,diameter,32,exp11_community_seed1_7.dat,10
11,node2vec,0.80522549886006667,0.73678122934567081,0.75,2.367793616742245e-05,2.3419604577657482e-05,2.3936267757187417e-05,200,0,diameter,64,exp11_community_seed1_7.dat,10
11,node2vec,0.8012751570548089,0.73165895571711825,0.75,2.4430673851075757e-05,2.5310566738358351e-05,2.3550780963793163e-05,200,0,diameter,128,exp11_community_seed1_7.dat,10
11,node2vec,0.82074950014612291,0.7865168539325843,7.75,2.782283461590651e-05,3.1430686843335939e-05,2.4214982388477077e-05,200,0,diameter,4,exp11_community_seed1_7.dat,2
11,node2vec,0.81902876109190714,0.7622273628552545,2.25,2.3318145847426725e-05,2.6352976146293823e-05,2.0283315548559628e-05,200,0,diameter,8,exp11_community_seed1_7.dat,2
11,node2vec,0.81291125731651959,0.74933906146728357,1.25,2.0951119601123936e-05,2.1536799214149452e-05,2.0365439988098424e-05,200,0,diameter,16,exp11_community_seed1_7.dat,2
11,node2vec,0.81219544079095951,0.741407799074686,1.0,2.1120778937539464e-05,2.2801725040739578e-05,1.9439832834339349e-05,200,0,diameter,32,exp11_community_seed1_7.dat,2
11,node2vec,0.81022941622047129,0.73909451421017847,1.0,2.2660123737193641e-05,2.5323580973559362e-05,1.999666650082792e-05,200,0,diameter,64,exp11_community_seed1_7.dat,2
11,node2vec,0.80534120678726651,0.7313284864507601,0.75,2.2167585534584651e-05,2.5140915458371726e-05,1.9194255610797576e-05,200,0,diameter,128,exp11_community_seed1_7.dat,2
11,node2vec,0.81468179610155478,0.7865168539325843,9.75,2.0534944803652286e-05,3.6896523969399627e-06,3.738023721036461e-05,200,0,diameter,4,exp11_community_seed1_7.dat,3
11,node2vec,0.81565518426118833,0.757270323859881,2.25,1.7897244563907064e-05,1.513569018593714e-05,2.0658798941876989e-05,200,0,diameter,8,exp11_community_seed1_7.dat,3
11,node2vec,0.81012271811299219,0.74388631857237275,1.25,1.7725947083579764e-05,1.5015792610406769e-05,2.0436101556752759e-05,200,0,diameter,16,exp11_community_seed1_7.dat,3
11,node2vec,0.81032385551263353,0.73975545274289489,1.0,2.0648578513149206e-05,1.9950558099021231e-05,2.1346598927277184e-05,200,0,diameter,32,exp11_community_seed1_7.dat,3
11,node2vec,0.80733759171996478,0.73430270984798418,1.0,2.0332435261123897e-05,2.0454576096089904e-05,2.0210294426157894e-05,200,0,diameter,64,exp11_community_seed1_7.dat,3
11,node2vec,0.80508019504020889,0.73017184401850632,0.75,2.0828579147439856e-05,2.120237364196817e-05,2.0454784652911538e-05,200,0,diameter,128,exp11_community_seed1_7.dat,3
11,node2vec,0.81976734788912486,0.7883344348975545,9.0,2.7954005047838971e-05,2.0790232342203862e-05,3.511777775347408e-05,200,0,diameter,4,exp11_community_seed1_7.dat,7
11,node2vec,0.81597148353834936,0.75363516192994051,2.25,2.3121999878369887e-05,1.8232612613593261e-05,2.8011387143146513e-05,200,0,diameter,8,exp11_community_seed1_7.dat,7
11,node2vec,0.81119941887208846,0.73975545274289489,1.0,2.493687328112616e-05,2.0606552317120803e-05,2.9267194245131518e-05,200,0,diameter,16,exp11_community_seed1_7.dat,7
11,node2vec,0.81140579834865845,0.74008592200925316,0.75,2.534711767562178e-05,2.2117409318956244e-05,2.8576826032287315e-05,200,0,diameter,32,exp11_community_seed1_7.dat,7
11,node2vec,0.81095178534219192,0.74124256444150693,0.75,2.613741357069557e-05,2.4007450085848842e-05,2.82673770555423e-05,200,0,diameter,64,exp11_community_seed1_7.dat,7
11,node2vec,0.80526418647989728,0.73298083278255122,0.75,2.6084631497236803e-05,2.3459086034140675e-05,2.8710176960332934e-05,200,0,diameter,128,exp11_community_seed1_7.dat,7
11,node2vec,0.81957511109926784,0.78519497686715134,9.0,2.2811641654451498e-05,1.4278040638259591e-05,3.1345242670643406e-05,200,0,diameter,4,exp11_community_seed1_7.dat,9
11,node2vec,0.8146781648711825,0.758592200925314,1.75,1.9152727656493419e-05,1.5329747916917948e-05,2.2975707396068889e-05,200,0,diameter,8,exp11_community_seed1_7.dat,9
11,node2vec,0.81226345127860811,0.74619960343688041,1.25,1.7543360569408103e-05,1.3870000972719559e-05,2.1216720166096643e-05,200,0,diameter,16,exp11_community_seed1_7.dat,9
11,node2vec,0.81053976355612012,0.74190350297422336,1.0,1.8546823705365555e-05,1.5628660672074937e-05,2.146498673865617e-05,200,0,diameter,32,exp11_community_seed1_7.dat,9
11,node2vec,0.80643609100070823,0.73909451421017847,1.0,1.9301379070676707e-05,1.6621760021861258e-05,2.1980998119492157e-05,200,0,diameter,64,exp11_community_seed1_7.dat,9
11,node2vec,0.80078791692531226,0.72934567085261071,0.75,1.8846539120715754e-05,1.6341348881803396e-05,2.1351729359628113e-05,200,0,diameter,128,exp11_community_seed1_7.dat,9
11,node2vec,0.81990001065888973,0.78486450760079307,7.25,2.8902874853945413e-05,2.779305470076117e-05,3.0012695007129657e-05,200,0,diameter,4,exp11_community_seed1_7.dat,1
11,node2vec,0.81373939626126335,0.75479180436219429,1.75,2.6701218635270825e-05,3.0689675139375074e-05,2.2712762131166575e-05,200,0,diameter,8,exp11_community_seed1_7.dat,1
11,node2vec,0.81061765754297743,0.73942498347653673,1.0,2.5973100467583709e-05,2.9734833946516156e-05,2.2211366988651261e-05,200,0,diameter,16,exp11_community_seed1_7.dat,1
11,node2vec,0.8108521312755852,0.73975545274289489,0.75,2.45606072594395e-05,2.6971076154409665e-05,2.2150138364469336e-05,200,0,diameter,32,exp11_community_seed1_7.dat,1
11,node2vec,0.80567609905603321,0.73446794448116326,1.0,2.6673385040347656e-05,3.1841147265884419e-05,2.1505622814810889e-05,200,0,diameter,64,exp11_community_seed1_7.dat,1
11,node2vec,0.80209570590900015,0.73066754791804367,0.75,2.7262302462766758e-05,3.24889940766781e-05,2.203561084885541e-05,200,0,diameter,128,exp11_community_seed1_7.dat,1
11,sdne,0.37582144983616328,0.41126900198281557,0.25,3.68246766309005e-05,4.9463817187928732e-05,2.4185536073872267e-05,200,0,diameter,4,exp11_community_seed1_7.dat,4
11,sdne,0.34776268702747593,0.38697951090548577,1.75,3.887602779987625e-05,5.4884432507451794e-05,2.2867623092300707e-05,200,0,diameter,8,exp11_community_seed1_7.dat,4
11,sdne,0.26532073429266256,0.3225380039656312,3.25,3.4442013966800284e-05,4.5122835691381973e-05,2.3761192242218589e-05,200,0,diameter,16,exp11_community_seed1_7.dat,4
11,sdne,0.26806234052619093,0.32865168539325845,1.75,9.290506227703446e-05,0.00016249698650031309,2.3313138053755824e-05,200,0,diameter,32,exp11_community_seed1_7.dat,4
11,sdne,0.260778365424309,0.32468605419695967,1.25,2.5034665512205096e-05,2.6730130446336767e-05,2.3339200578073425e-05,200,0,diameter,64,exp11_community_seed1_7.dat,4
11,sdne,0.26846699064158219,0.33311302048909452,1.0,5.1359749003862426e-05,7.7174140568732059e-05,2.5545357438992796e-05,200,0,diameter,128,exp11_community_seed1_7.dat,4
11,sdne,0.38547986736671686,0.41771315267680104,1.25,2.4496731633135e-05,2.6215366846386228e-05,2.2778096419883773e-05,200,0,diameter,4,exp11_community_seed1_7.dat,10
11,sdne,0.32743844491166879,0.36731658955717117,1.0,2.7780157363937814e-05,3.2574590579929555e-05,2.2985724147946073e-05,200,0,diameter,8,exp11_community_seed1_7.dat,10
11,sdne,0.32364937887940992,0.36318572372769331,3.5,3.1226162689937764e-05,3.7581585041993114e-05,2.4870740337882413e-05,200,0,diameter,16,exp11_community_seed1_7.dat,10
11,sdne,0.2738641456790652,0.33641771315267682,3.0,5.4187877515329275e-05,8.5481757445743947e-05,2.2893997584914604e-05,200,0,diameter,32,exp11_community_seed1_7.dat,10
11,sdne,0.28323842625861173,0.34732319894249836,1.25,7.8599408556581291e-05,0.00013123498469122768,2.59638324219349e-05,200,0,diameter,64,exp11_community_seed1_7.dat,10
11,sdne,0.26552897033814454,0.32799074686054197,3.75,3.24831501717532e-05,3.4711320894248131e-05,3.0254979449258276e-05,200,0,diameter,128,exp11_community_seed1_7.dat,10
11,node2vec,0.81671288249141938,0.78668208856576338,0.25,3.2107424553672121e-05,4.0026911419892817e-05,2.4187937687451419e-05,200,0,diameter,4,exp11_community_seed1_7.dat,4
11,node2vec,0.81233020585199267,0.75380039656311959,2.25,2.6456118532713876e-05,2.986612636888606e-05,2.3046110696541688e-05,200,0,diameter,8,exp11_community_seed1_7.dat,4
11,node2vec,0.81407180400398571,0.74686054196959684,1.0,2.4080373881642571e-05,2.5340281830614969e-05,2.2820465932670174e-05,200,0,diameter,16,exp11_community_seed1_7.dat,4
11,node2vec,0.80908077341603,0.7387640449438202,0.75,2.5136753429277413e-05,2.6875429215446242e-05,2.3398077643108582e-05,200,0,diameter,32,exp11_community_seed1_7.dat,4
11,node2vec,0.80664607440516622,0.73248512888301387,0.75,2.6704680853492841e-05,2.936580198247163e-05,2.4043559724514055e-05,200,0,diameter,64,exp11_community_seed1_7.dat,4
11,node2vec,0.80299365730533656,0.73050231328486448,0.5,2.5759477850703331e-05,2.74128128456073e-05,2.4106142855799367e-05,200,0,diameter,128,exp11_community_seed1_7.dat,4
11,sdne,0.38028827273128363,0.40994712491738267,0.25,2.6853987792259394e-05,3.3708947179247845e-05,1.9999028405270943e-05,200,0,diameter,4,exp11_community_seed1_7.dat,2
11,sdne,0.31696756006218851,0.36202908129543954,3.0,3.0387098915834005e-05,3.7352554273181664e-05,2.3421643558486343e-05,200,0,diameter,8,exp11_community_seed1_7.dat,2
11,sdne,0.29011600388612635,0.3398876404494382,2.5,4.604876812203112e-05,7.2977388934429669e-05,1.9120147309632571e-05,200,0,diameter,16,exp11_community_seed1_7.dat,2
11,sdne,0.26531622938280219,0.32881692002643753,2.25,9.0011168073928259e-05,0.00016089817699736542,1.91241591504911e-05,200,0,diameter,32,exp11_community_seed1_7.dat,2
11,sdne,0.26194964198798776,0.32105089226701916,1.75,3.9871665694826552e-05,5.9347398097687261e-05,2.0395933291965842e-05,200,0,diameter,64,exp11_community_seed1_7.dat,2
11,sdne,0.26922144018200489,0.33377395902181095,1.0,7.125336547301557e-05,0.00012163696861169602,2.0869762334335123e-05,200,0,diameter,128,exp11_community_seed1_7.dat,2
11,verse,0.77247128215522753,0.700760079312624,5.25,1.372480057606536e-05,4.5298409725496246e-06,2.2919760179581096e-05,200,0,diameter,4,exp11_community_seed1_7.dat,9
11,verse,0.77529457742088947,0.70439524124256447,1.75,2.023891255800909e-05,1.5424344063616014e-05,2.5053481052402169e-05,200,0,diameter,8,exp11_community_seed1_7.dat,9
11,verse,0.76557519344355962,0.69629874421678783,1.0,2.0903997588117019e-05,2.0559694691796903e-05,2.1248300484437134e-05,200,0,diameter,16,exp11_community_seed1_7.dat,9
11,verse,0.74101980347453589,0.6741573033707865,0.75,1.8882736857085615e-05,1.5798240131586477e-05,2.1967233582584754e-05,200,0,diameter,32,exp11_community_seed1_7.dat,9
11,verse,0.66819430435236538,0.6169861202908129,1.0,1.9260150042214095e-05,1.7144971257214494e-05,2.1375328827213696e-05,200,0,diameter,64,exp11_community_seed1_7.dat,9
11,verse,0.56441125578758056,0.54428288169200267,1.5,1.9171817483802405e-05,1.6744997474794495e-05,2.1598637492810316e-05,200,0,diameter,128,exp11_community_seed1_7.dat,9
11,sdne,0.3896220091220875,0.42035690680766691,4.25,1.4865882317488156e-05,6.9663834433154572e-06,2.2765381191660854e-05,200,0,diameter,4,exp11_community_seed1_7.dat,5
11,sdne,0.37399245643288026,0.40647719762062129,4.5,2.7656890325678377e-05,3.2315816978929445e-05,2.2997963672427308e-05,200,0,diameter,8,exp11_community_seed1_7.dat,5
11,sdne,0.29214474226236686,0.34996695307336417,3.5,5.3179233160462522e-05,8.3195459342853947e-05,2.3163006978071097e-05,200,0,diameter,16,exp11_community_seed1_7.dat,5
11,sdne,0.28222078077241131,0.33856576338400529,0.75,2.7317833020343463e-05,3.13400315684254e-05,2.3295634472261526e-05,200,0,diameter,32,exp11_community_seed1_7.dat,5
11,sdne,0.27019974278875875,0.32881692002643753,0.75,7.4458171862167927e-05,0.00012464534069290059,2.4271003031435263e-05,200,0,diameter,64,exp11_community_seed1_7.dat,5
11,sdne,0.27629425787261663,0.3398876404494382,4.5,5.1319866748914707e-05,7.6198750587518982e-05,2.6440982910310426e-05,200,0,diameter,128,exp11_community_seed1_7.dat,5
11,sdne,0.39128595900957946,0.42547918043621941,0.25,1.9387691633275753e-05,2.0712146650828926e-05,1.806323661572258e-05,200,0,diameter,4,exp11_community_seed1_7.dat,11
11,sdne,0.31860737455382276,0.36054196959682749,0.75,1.4929074787371573e-05,1.2375970363079302e-05,1.7482179211663846e-05,200,0,diameter,8,exp11_community_seed1_7.dat,11
11,sdne,0.26399342403291326,0.32732980832782549,1.25,1.8236919635494631e-05,1.9183157581871796e-05,1.7290681689117466e-05,200,0,diameter,16,exp11_community_seed1_7.dat,11
11,sdne,0.25026011076508548,0.31278916060806344,0.75,2.46829696551268e-05,3.14157476139795e-05,1.7950191696274095e-05,200,0,diameter,32,exp11_community_seed1_7.dat,11
11,sdne,0.2828835485715559,0.34963648380700596,1.25,4.7421711400182881e-05,7.7502629547727687e-05,1.7340793252638069e-05,200,0,diameter,64,exp11_community_seed1_7.dat,11
11,sdne,0.2561332300061725,0.31708526107072044,1.25,3.316616251581015e-05,4.9764841215691689e-05,1.6567483815928604e-05,200,0,diameter,128,exp11_community_seed1_7.dat,11
11,verse,0.76969885141726091,0.69976867151354927,5.25,1.9865032991909481e-05,1.1547112073693238e-05,2.8182953910125723e-05,200,0,diameter,4,exp11_community_seed1_7.dat,3
11,verse,0.77697725681240659,0.70538664904163917,1.75,2.2910220855144569e-05,2.5602757899777879e-05,2.021768381051126e-05,200,0,diameter,8,exp11_community_seed1_7.dat,3
11,verse,0.77340598269503036,0.70158625247851947,1.0,2.0187592471537388e-05,2.0564199064244297e-05,1.9810985878830479e-05,200,0,diameter,16,exp11_community_seed1_7.dat,3
11,verse,0.73897023330300193,0.67481824190350292,0.75,2.0758227151012128e-05,2.041623482948139e-05,2.1100219472542866e-05,200,0,diameter,32,exp11_community_seed1_7.dat,3
11,verse,0.67404364312988685,0.62293456708526107,1.25,2.0640719561933217e-05,2.1038784466252507e-05,2.0242654657613926e-05,200,0,diameter,64,exp11_community_seed1_7.dat,3
11,verse,0.56943338390481446,0.54890945142101788,1.5,2.1558863667378635e-05,2.2574153967895367e-05,2.0543573366861903e-05,200,0,diameter,128,exp11_community_seed1_7.dat,3
11,sdne,0.28545216626644865,0.34137475214805024,1.75,3.2741544591523878e-05,4.492798403982605e-05,2.0555105143221707e-05,200,0,diameter,4,exp11_community_seed1_7.dat,6
11,sdne,0.339290125587058,0.37904824851288832,1.5,2.5649727284237887e-05,3.0339284944466651e-05,2.0960169624009123e-05,200,0,diameter,8,exp11_community_seed1_7.dat,6
11,sdne,0.27770817161161976,0.33807005948446794,0.5,5.2626022801273626e-05,8.4622382505269338e-05,2.0629663097277914e-05,200,0,diameter,16,exp11_community_seed1_7.dat,6
11,sdne,0.27841222076657512,0.33790482485128881,1.25,3.5073607870901951e-05,4.905848466936648e-05,2.1088731072437422e-05,200,0,diameter,32,exp11_community_seed1_7.dat,6
11,sdne,0.25774142822133272,0.31972901520158625,1.25,7.2898443514523859e-05,0.00012541464928097573,2.0382237748071998e-05,200,0,diameter,64,exp11_community_seed1_7.dat,6
11,sdne,0.27854742266735222,0.34187045604758759,2.25,4.140817341055975e-05,6.1919038677862821e-05,2.0897308143256679e-05,200,0,diameter,128,exp11_community_seed1_7.dat,6
11,verse,0.77372263690448373,0.70373430270984794,5.25,9.6880509560134712e-06,6.33924674630578e-06,1.3036855165721163e-05,200,0,diameter,4,exp11_community_seed1_7.dat,11
11,verse,0.77513267369075856,0.70340383344348978,1.25,1.1678154355201586e-05,3.6909501390681044e-06,1.9665358571335068e-05,200,0,diameter,8,exp11_community_seed1_7.dat,11
11,verse,0.77335702934121509,0.70522141440846,0.75,1.0819148084429848e-05,3.2102018667420093e-06,1.8428094302117686e-05,200,0,diameter,16,exp11_community_seed1_7.dat,11
11,verse,0.7457804010975162,0.67349636483807007,0.75,1.1664029012363142e-05,5.5205849660743195e-06,1.7807473058651964e-05,200,0,diameter,32,exp11_community_seed1_7.dat,11
11,verse,0.67888945180543692,0.62888301387970924,1.0,1.2117966586972059e-05,6.2969767270609542e-06,1.7938956446883163e-05,200,0,diameter,64,exp11_community_seed1_7.dat,11
11,verse,0.56686695040864177,0.54808327825512226,1.5,1.2309623507349043e-05,6.4785159764007874e-06,1.81407310382973e-05,200,0,diameter,128,exp11_community_seed1_7.dat,11
11,verse,0.76209857703821782,0.69332452081956375,4.5,1.9156017062400352e-05,1.4584029287750435e-05,2.3728004837050269e-05,200,0,diameter,4,exp11_community_seed1_7.dat,10
11,verse,0.76941007304397357,0.69861202908129549,2.0,2.0857629120963218e-05,2.0738856031406259e-05,2.0976402210520176e-05,200,0,diameter,8,exp11_community_seed1_7.dat,10
11,verse,0.76027785628758737,0.6910112359550562,0.75,2.2792799401560604e-05,2.0247872374474157e-05,2.5337726428647051e-05,200,0,diameter,16,exp11_community_seed1_7.dat,10
11,verse,0.73322701928079581,0.66457369464639793,0.5,2.280376534266717e-05,2.2179640795209516e-05,2.3427889890124823e-05,200,0,diameter,32,exp11_community_seed1_7.dat,10
11,verse,0.67350657596708674,0.6179775280898876,0.75,2.4112904514874108e-05,2.4030152155746118e-05,2.41956568740021e-05,200,0,diameter,64,exp11_community_seed1_7.dat,10
11,verse,0.57014081856778587,0.5515532055518837,3.25,2.3169333823614586e-05,2.6038824558883504e-05,2.0299843088345668e-05,200,0,diameter,128,exp11_community_seed1_7.dat,10
11,verse,0.77111273785378009,0.70208195637805682,3.5,2.7342931095602986e-05,3.2614353844228721e-05,2.2071508346977251e-05,200,0,diameter,4,exp11_community_seed1_7.dat,1
11,verse,0.77413072713285924,0.70125578321216131,1.0,2.5917332229235153e-05,2.8912101821969527e-05,2.2922562636500783e-05,200,0,diameter,8,exp11_community_seed1_7.dat,1
11,verse,0.77065487519706943,0.69993390614672835,0.5,2.5250804166933995e-05,2.6647270555537993e-05,2.3854337778329997e-05,200,0,diameter,16,exp11_community_seed1_7.dat,1
11,verse,0.74008600391670509,0.67101784534038333,0.75,2.643695614301281e-05,2.9667508312197441e-05,2.3206403973828179e-05,200,0,diameter,32,exp11_community_seed1_7.dat,1
11,verse,0.67961203934702952,0.63020489094514209,0.5,2.7334616328926696e-05,3.2119007619074664e-05,2.2550225038778728e-05,200,0,diameter,64,exp11_community_seed1_7.dat,1
11,verse,0.57201745480565214,0.55320555188367482,1.25,2.7078843417217642e-05,3.1438399865752929e-05,2.2719286968682355e-05,200,0,diameter,128,exp11_community_seed1_7.dat,1
11,verse,0.76998440809743618,0.70158625247851947,4.75,2.0998754553595019e-05,1.4329122082744824e-05,2.7668387024445214e-05,200,0,diameter,4,exp11_community_seed1_7.dat,2
