experiment,algorithm,delta_exp,best_alpha,best_div_score,best_div_external,best_div_internal,dim,l,f,m,graph_seed
8,deepWalk,0.55,4,0.00049166071150323707,0.00030319935140445294,0.00068012207160202121,128,200,0,diameter,exp8_network_seed60_param0_55.dat
8,deepWalk,0.55,3.75,0.00032630120950775308,0.000239225182143136,0.00041337723687237017,128,200,0,diameter,exp8_network_seed61_param0_55.dat
8,deepWalk,0.55,3.5,0.00044158418488574822,0.00022318523140658333,0.00065998313836491311,128,200,0,diameter,exp8_network_seed62_param0_55.dat
8,deepWalk,0.55,3.5,0.00042476333936198425,0.00027194781486736036,0.00057757886385660813,128,200,0,diameter,exp8_network_seed63_param0_55.dat
8,deepWalk,0.55,3.75,0.0002862225481952394,0.00020479738018164227,0.00036764771620883651,128,200,0,diameter,exp8_network_seed64_param0_55.dat
8,deepWalk,0.55,4,0.00027002302690572649,0.00017667167415893591,0.00036337437965251707,128,200,0,diameter,exp8_network_seed65_param0_55.dat
8,deepWalk,0.55,4.25,0.00025791123763615651,0.0001522431774317162,0.0003635792978405968,128,200,0,diameter,exp8_network_seed66_param0_55.dat
8,deepWalk,0.55,3.75,0.00038516127486801503,0.00024081772165499135,0.00052950482808103872,128,200,0,diameter,exp8_network_seed67_param0_55.dat
8,deepWalk,0.55,4.25,0.0004510029972202526,0.00029784939141295585,0.00060415660302754934,128,200,0,diameter,exp8_network_seed68_param0_55.dat
8,deepWalk,0.55,3,0.00044379342591558291,0.000309622067309371,0.00057796478452179479,128,200,0,diameter,exp8_network_seed69_param0_55.dat
8,deepWalk,0.25,2.75,0.00026260166549650193,0.0003072183883856554,0.00021798494260734849,128,200,0,diameter,exp8_network_seed6_param0_25.dat
8,deepWalk,0.6,3.5,0.00048181029218411745,0.00043029976211943839,0.0005333208222487965,128,200,0,diameter,exp8_network_seed70_param0_6.dat
8,deepWalk,0.6,3.5,0.00048732321000714677,0.0002775516153501079,0.00069709480466418564,128,200,0,diameter,exp8_network_seed71_param0_6.dat
8,deepWalk,0.6,3.75,0.000565814465419702,0.00021943569974828894,0.000912193231091115,128,200,0,diameter,exp8_network_seed72_param0_6.dat
8,deepWalk,0.6,4,0.00048543408787206518,0.00024044726124780729,0.000730420914496323,128,200,0,diameter,exp8_network_seed73_param0_6.dat
8,deepWalk,0.6,3.5,0.00051994555328592549,0.00033649164739881209,0.000703399459173039,128,200,0,diameter,exp8_network_seed74_param0_6.dat
8,deepWalk,0.6,3.25,0.00046963148556195087,0.00035325528276062635,0.00058600768836327539,128,200,0,diameter,exp8_network_seed75_param0_6.dat
8,deepWalk,0.6,3.5,0.00035198982461475076,0.00027658322952895189,0.00042739641970054968,128,200,0,diameter,exp8_network_seed76_param0_6.dat
8,deepWalk,0.6,4.25,0.00032867682429699169,0.0002661169170133491,0.00039123673158063428,128,200,0,diameter,exp8_network_seed77_param0_6.dat
8,deepWalk,0.6,3.25,0.00039432414469076419,0.00027963587171419397,0.0005090124176673344,128,200,0,diameter,exp8_network_seed78_param0_6.dat
8,deepWalk,0.6,2.75,0.00050705857864762375,0.00039707844199520729,0.00061703871530004021,128,200,0,diameter,exp8_network_seed79_param0_6.dat
8,deepWalk,0.25,3,0.00031355667131179222,0.00024065100173745131,0.00038646234088613314,128,200,0,diameter,exp8_network_seed7_param0_25.dat
8,deepWalk,0.65,3.25,0.00046601988740971979,0.00033903513762027152,0.000593004637199168,128,200,0,diameter,exp8_network_seed80_param0_65.dat
8,deepWalk,0.65,2.5,0.000537772186807953,0.000406090966947443,0.00066945340666846277,128,200,0,diameter,exp8_network_seed81_param0_65.dat
8,deepWalk,0.65,3.25,0.00038846863334954788,0.00022255985078781335,0.00055437741591128241,128,200,0,diameter,exp8_network_seed82_param0_65.dat
8,deepWalk,0.65,3.75,0.00036518649478966213,0.00027420893393523607,0.00045616405564408819,128,200,0,diameter,exp8_network_seed83_param0_65.dat
8,deepWalk,0.65,4,0.0005653002294012052,0.00032495786570445751,0.00080564259309795277,128,200,0,diameter,exp8_network_seed84_param0_65.dat
8,deepWalk,0.65,3.25,0.00063235509718648447,0.00048330151176770276,0.00078140868260526619,128,200,0,diameter,exp8_network_seed85_param0_65.dat
8,deepWalk,0.65,2.75,0.0003891630200386271,0.00038277422081401026,0.0003955518192632439,128,200,0,diameter,exp8_network_seed86_param0_65.dat
8,deepWalk,0.65,4,0.00048007368864428935,0.00031754309887619357,0.00064260427841238512,128,200,0,diameter,exp8_network_seed87_param0_65.dat
8,deepWalk,0.65,3.75,0.0002828065572511978,0.00024266888932169227,0.00032294422518070327,128,200,0,diameter,exp8_network_seed88_param0_65.dat
8,deepWalk,0.65,3.5,0.000496002945825181,0.00029033026753911396,0.000701675624111248,128,200,0,diameter,exp8_network_seed89_param0_65.dat
8,deepWalk,0.25,2.75,0.00032459524380143374,0.00039467471080901963,0.00025451577679384786,128,200,0,diameter,exp8_network_seed8_param0_25.dat
8,deepWalk,0.7,3.25,0.00027493905166000617,0.00021262903891557886,0.00033724906440443347,128,200,0,diameter,exp8_network_seed90_param0_7.dat
8,deepWalk,0.7,3.5,0.00047726902262861019,0.00036492865853859165,0.00058960938671862874,128,200,0,diameter,exp8_network_seed91_param0_7.dat
8,deepWalk,0.7,3.5,0.00040740910949379984,0.00026580632141646045,0.00054901189757113923,128,200,0,diameter,exp8_network_seed92_param0_7.dat
8,deepWalk,0.7,3,0.00046863589241084315,0.00026428113586091974,0.00067299064896076657,128,200,0,diameter,exp8_network_seed93_param0_7.dat
8,deepWalk,0.7,3.5,0.00079911307479953685,0.00075040341370215756,0.00084782273589691613,128,200,0,diameter,exp8_network_seed94_param0_7.dat
8,deepWalk,0.7,2.75,0.00055815789183072872,0.00022059532281715877,0.00089572046084429873,128,200,0,diameter,exp8_network_seed95_param0_7.dat
8,deepWalk,0.7,4,0.0005278848726210935,0.00031797707687421234,0.00073779266836797471,128,200,0,diameter,exp8_network_seed96_param0_7.dat
8,deepWalk,0.7,3,0.0004002936687073714,0.00029415643493569668,0.00050643090247904613,128,200,0,diameter,exp8_network_seed97_param0_7.dat
8,deepWalk,0.7,3,0.00059796352952349186,0.00034806086599683855,0.00084786619305014528,128,200,0,diameter,exp8_network_seed98_param0_7.dat
8,deepWalk,0.7,3.75,0.00044709570907343072,0.00032077099997466618,0.00057342041817219527,128,200,0,diameter,exp8_network_seed99_param0_7.dat
8,deepWalk,0.25,2.75,0.00033758469894342932,0.00027481959248763018,0.00040034980539922847,128,200,0,diameter,exp8_network_seed9_param0_25.dat
8,deepWalk,0.4,3.5,0.00024806003956255346,0.00017221986340979953,0.00032390021571530734,128,200,0,diameter,exp8_network_seed32_param0_4.dat
8,deepWalk,0.4,3,0.00032537979983939219,0.00022506982046497075,0.00042568977921381363,128,200,0,diameter,exp8_network_seed33_param0_4.dat
8,deepWalk,0.4,2.5,0.000363181217832612,0.00033470144631566343,0.00039166098934956056,128,200,0,diameter,exp8_network_seed34_param0_4.dat
8,deepWalk,0.4,2.5,0.00030388307478012276,0.00025811212057295983,0.00034965402898728569,128,200,0,diameter,exp8_network_seed35_param0_4.dat
8,deepWalk,0.4,3,0.00027319169706540978,0.00020087165034072619,0.00034551174379009338,128,200,0,diameter,exp8_network_seed36_param0_4.dat
8,deepWalk,0.4,2.5,0.00027312454398224323,0.00022986830575081251,0.00031638078221367394,128,200,0,diameter,exp8_network_seed37_param0_4.dat
8,deepWalk,0.4,2.5,0.00034100231821225285,0.00023180777765188017,0.00045019685877262553,128,200,0,diameter,exp8_network_seed38_param0_4.dat
8,deepWalk,0.4,2.5,0.00035781805014156243,0.00024699630993395717,0.0004686397903491677,128,200,0,diameter,exp8_network_seed39_param0_4.dat
8,deepWalk,0.25,2.75,0.00034642514738899492,0.00036316012881793273,0.00032969016596005716,128,200,0,diameter,exp8_network_seed3_param0_25.dat
8,deepWalk,0.45,4.5,0.00022150481694315226,0.00016137748176570728,0.00028163215212059724,128,200,0,diameter,exp8_network_seed40_param0_45.dat
8,deepWalk,0.45,4,0.00027523270142706984,0.00024668041776797136,0.00030378498508616832,128,200,0,diameter,exp8_network_seed41_param0_45.dat
8,deepWalk,0.45,3.25,0.00033886351836720583,0.00017574227443320684,0.00050198476230120482,128,200,0,diameter,exp8_network_seed42_param0_45.dat
8,deepWalk,0.45,3,0.00036078583025743829,0.0003494541134989764,0.00037211754701590018,128,200,0,diameter,exp8_network_seed43_param0_45.dat
8,deepWalk,0.45,3,0.00035106141329910897,0.00028711020995350904,0.0004150126166447089,128,200,0,diameter,exp8_network_seed44_param0_45.dat
8,deepWalk,0.45,4.25,0.00032244571536885192,0.00021536534405563849,0.00042952608668206529,128,200,0,diameter,exp8_network_seed45_param0_45.dat
8,deepWalk,0.45,3.25,0.00029893573042360388,0.00018136234102269797,0.00041650911982450976,128,200,0,diameter,exp8_network_seed46_param0_45.dat
8,deepWalk,0.45,2.75,0.00038472191245481551,0.00028166603040520577,0.00048777779450442525,128,200,0,diameter,exp8_network_seed47_param0_45.dat
8,deepWalk,0.45,2.75,0.0002785066363493496,0.00018360411942277036,0.00037340915327592884,128,200,0,diameter,exp8_network_seed48_param0_45.dat
8,deepWalk,0.45,2.75,0.00034904847344353608,0.00018606480837282853,0.00051203213851424363,128,200,0,diameter,exp8_network_seed49_param0_45.dat
8,deepWalk,0.25,2.75,0.0002857414054467588,0.00027487701536956015,0.00029660579552395739,128,200,0,diameter,exp8_network_seed4_param0_25.dat
8,deepWalk,0.5,3.5,0.00032063132125528744,0.00020848239516293575,0.00043278024734763913,128,200,0,diameter,exp8_network_seed50_param0_5.dat
8,deepWalk,0.5,3.5,0.00044085926052270008,0.00027543977456160381,0.00060627874648379635,128,200,0,diameter,exp8_network_seed51_param0_5.dat
8,deepWalk,0.5,3.25,0.00041892680568934913,0.0002033392674774604,0.00063451434390123787,128,200,0,diameter,exp8_network_seed52_param0_5.dat
8,deepWalk,0.5,4.25,0.00029537595312002362,0.00022023416799957631,0.000370517738240471,128,200,0,diameter,exp8_network_seed53_param0_5.dat
8,deepWalk,0.5,3.5,0.00031832923204746654,0.00016762829600102942,0.00046903016809390365,128,200,0,diameter,exp8_network_seed54_param0_5.dat
8,deepWalk,0.5,3.25,0.00043343362599044388,0.00026348898328761288,0.00060337826869327489,128,200,0,diameter,exp8_network_seed55_param0_5.dat
8,deepWalk,0.5,4,0.00032102371919956062,0.00018108300888265184,0.00046096442951646939,128,200,0,diameter,exp8_network_seed56_param0_5.dat
8,deepWalk,0.5,3.25,0.00033463032425376412,0.00020596998470538534,0.00046329066380214291,128,200,0,diameter,exp8_network_seed57_param0_5.dat
8,deepWalk,0.5,4,0.00040584787188247272,0.00024933879053557493,0.00056235695322937051,128,200,0,diameter,exp8_network_seed58_param0_5.dat
8,deepWalk,0.5,3.25,0.00038809346291632945,0.00021277145310589227,0.00056341547272676664,128,200,0,diameter,exp8_network_seed59_param0_5.dat
8,deepWalk,0.25,2.75,0.00022725131380438163,0.000268805974520638,0.00018569665308812525,128,200,0,diameter,exp8_network_seed5_param0_25.dat
8,deepWalk,0.55,3,0.00049642788275039017,0.00040503095667219114,0.00058782480882858931,128,200,0,diameter,exp8_network_seed60_param0_55.dat
8,deepWalk,0.55,4,0.00032899655050525707,0.00018293738437733377,0.00047505571663318037,128,200,0,diameter,exp8_network_seed61_param0_55.dat
8,deepWalk,0.55,3.25,0.00043905075677865192,0.00031294121625915789,0.00056516029729814594,128,200,0,diameter,exp8_network_seed62_param0_55.dat
8,deepWalk,0.55,3.5,0.00047324853613996538,0.00022198952455307114,0.00072450754772685963,128,200,0,diameter,exp8_network_seed63_param0_55.dat
8,deepWalk,0.55,4.25,0.00030625011255774361,0.0001702106059624643,0.00044228961915302286,128,200,0,diameter,exp8_network_seed64_param0_55.dat
8,deepWalk,0.55,3.5,0.00028501578860249516,0.00021982613262612396,0.00035020544457886631,128,200,0,diameter,exp8_network_seed65_param0_55.dat
8,deepWalk,0.55,4.5,0.00028827606693139257,0.00016051310589264035,0.00041603902797014486,128,200,0,diameter,exp8_network_seed66_param0_55.dat
8,deepWalk,0.55,3.25,0.00037593451122103151,0.000304803116004134,0.00044706590643792896,128,200,0,diameter,exp8_network_seed67_param0_55.dat
8,deepWalk,0.55,3.75,0.00044500591103706865,0.00033159700503767394,0.00055841481703646336,128,200,0,diameter,exp8_network_seed68_param0_55.dat
8,deepWalk,0.55,3.25,0.00041555933431488038,0.00033961808117911245,0.00049150058745064831,128,200,0,diameter,exp8_network_seed69_param0_55.dat
8,deepWalk,0.25,2.75,0.00027677117091988424,0.00025568683153939949,0.000297855510300369,128,200,0,diameter,exp8_network_seed6_param0_25.dat
8,deepWalk,0.6,3.25,0.00051423958411575185,0.0003706390850093847,0.000657840083222119,128,200,0,diameter,exp8_network_seed70_param0_6.dat
8,deepWalk,0.6,3.25,0.00047877331370694225,0.000307419323795192,0.00065012730361869249,128,200,0,diameter,exp8_network_seed71_param0_6.dat
8,deepWalk,0.6,4.25,0.00056670557369441449,0.00022698211870905867,0.00090642902867977041,128,200,0,diameter,exp8_network_seed72_param0_6.dat
8,deepWalk,0.6,3.75,0.00049008199218770977,0.00028789766679420027,0.00069226631758121933,128,200,0,diameter,exp8_network_seed73_param0_6.dat
8,deepWalk,0.6,3.25,0.00055390267684642331,0.00032782320047107679,0.00077998215322176983,128,200,0,diameter,exp8_network_seed74_param0_6.dat
8,deepWalk,0.6,3,0.00045779230901037203,0.00032394813347013589,0.00059163648455060817,128,200,0,diameter,exp8_network_seed75_param0_6.dat
8,deepWalk,0.6,4.25,0.00029055809673623914,0.00017737181718576004,0.0004037443762867183,128,200,0,diameter,exp8_network_seed76_param0_6.dat
8,deepWalk,0.6,3.5,0.00037004285341795935,0.00023929860685832161,0.0005007870999775971,128,200,0,diameter,exp8_network_seed77_param0_6.dat
8,deepWalk,0.4,2.75,0.00028763469687676933,0.00017036250266168145,0.00040490689109185722,128,200,0,diameter,exp8_network_seed32_param0_4.dat
8,deepWalk,0.4,3,0.00033885994722448933,0.00028515208485219569,0.000392567809596783,128,200,0,diameter,exp8_network_seed33_param0_4.dat
8,deepWalk,0.4,2.5,0.00034859929151496495,0.0002198718660940133,0.00047732671693591659,128,200,0,diameter,exp8_network_seed34_param0_4.dat
8,deepWalk,0.4,4,0.000237681967405429,0.00018262425809675972,0.00029273967671409825,128,200,0,diameter,exp8_network_seed35_param0_4.dat
8,deepWalk,0.4,2.75,0.00028566289855948821,0.00020511395547894416,0.00036621184164003227,128,200,0,diameter,exp8_network_seed36_param0_4.dat
8,deepWalk,0.4,2.75,0.00026493033993659371,0.00029299970058294426,0.0002368609792902432,128,200,0,diameter,exp8_network_seed37_param0_4.dat
8,deepWalk,0.4,2.25,0.00036187216363774643,0.00037492803670591138,0.00034881629056958147,128,200,0,diameter,exp8_network_seed38_param0_4.dat
8,deepWalk,0.4,2.5,0.00035337474995031891,0.00019726832241212912,0.0005094811774885087,128,200,0,diameter,exp8_network_seed39_param0_4.dat
8,deepWalk,0.25,3,0.00034636697032725184,0.00024573990191015217,0.00044699403874435151,128,200,0,diameter,exp8_network_seed3_param0_25.dat
8,deepWalk,0.45,3.75,0.00024039457836160012,0.00018111742006711581,0.00029967173665608444,128,200,0,diameter,exp8_network_seed40_param0_45.dat
8,deepWalk,0.45,3.25,0.00029365123094095719,0.00020745575128948207,0.00037984671059243232,128,200,0,diameter,exp8_network_seed41_param0_45.dat
8,deepWalk,0.45,3.75,0.00030723581048915457,0.00018487659977520048,0.00042959502120310867,128,200,0,diameter,exp8_network_seed42_param0_45.dat
8,deepWalk,0.45,2.5,0.00040217268088333003,0.000346015493381286,0.00045832986838537408,128,200,0,diameter,exp8_network_seed43_param0_45.dat
8,deepWalk,0.45,4,0.00032342772065469466,0.0002014743903239009,0.00044538105098548841,128,200,0,diameter,exp8_network_seed44_param0_45.dat
8,deepWalk,0.45,3.5,0.00036088145484067995,0.00019163722461095568,0.00053012568507040427,128,200,0,diameter,exp8_network_seed45_param0_45.dat
8,deepWalk,0.45,2.75,0.00033207670709222326,0.00023499517353041722,0.00042915824065402927,128,200,0,diameter,exp8_network_seed46_param0_45.dat
8,deepWalk,0.45,3.25,0.00036894056811211324,0.00018881891378873434,0.00054906222243549213,128,200,0,diameter,exp8_network_seed47_param0_45.dat
8,deepWalk,0.45,3.25,0.00025313104476326463,0.00020184629833938075,0.0003044157911871485,128,200,0,diameter,exp8_network_seed48_param0_45.dat
8,deepWalk,0.45,3.5,0.00030456975497541165,0.00017609554462079684,0.00043304396533002645,128,200,0,diameter,exp8_network_seed49_param0_45.dat
8,deepWalk,0.25,3,0.00027735553604236226,0.00015709707238677618,0.00039761399969794834,128,200,0,diameter,exp8_network_seed4_param0_25.dat
8,deepWalk,0.5,3,0.00035138621425624434,0.00024365169089473932,0.00045912073761774936,128,200,0,diameter,exp8_network_seed50_param0_5.dat
8,deepWalk,0.5,3,0.0004679660900267694,0.00024760927337319396,0.00068832290668034484,128,200,0,diameter,exp8_network_seed51_param0_5.dat
8,deepWalk,0.5,3,0.00043227512288010044,0.0002786321068059082,0.00058591813895429268,128,200,0,diameter,exp8_network_seed52_param0_5.dat
8,deepWalk,0.5,3.75,0.00031964546862826208,0.00019050467223959513,0.00044878626501692904,128,200,0,diameter,exp8_network_seed53_param0_5.dat
8,deepWalk,0.5,3.75,0.0003231230436768251,0.00023426325774239114,0.00041198282961125911,128,200,0,diameter,exp8_network_seed54_param0_5.dat
8,deepWalk,0.5,3.25,0.00043819853041403891,0.00025873925281106084,0.000617657808017017,128,200,0,diameter,exp8_network_seed55_param0_5.dat
8,deepWalk,0.5,3.25,0.00032434449126662532,0.00022728972692443318,0.00042139925560881741,128,200,0,diameter,exp8_network_seed56_param0_5.dat
8,deepWalk,0.5,4,0.0003443351214065411,0.00019714745261319874,0.00049152279019988349,128,200,0,diameter,exp8_network_seed57_param0_5.dat
8,deepWalk,0.5,3.5,0.00039080070321333388,0.00024880660118270156,0.00053279480524396619,128,200,0,diameter,exp8_network_seed58_param0_5.dat
8,deepWalk,0.5,3,0.00041799988912949513,0.00037065588962663766,0.0004653438886323526,128,200,0,diameter,exp8_network_seed59_param0_5.dat
8,deepWalk,0.25,3,0.00025106885209451752,0.00016011613479463083,0.00034202156939440421,128,200,0,diameter,exp8_network_seed5_param0_25.dat
8,deepWalk,0.55,3.5,0.00050677328875268286,0.00030515038669122864,0.00070839619081413709,128,200,0,diameter,exp8_network_seed60_param0_55.dat
8,deepWalk,0.55,3.5,0.00037824685421539183,0.00022377243511382465,0.000532721273316959,128,200,0,diameter,exp8_network_seed61_param0_55.dat
8,deepWalk,0.55,3.25,0.00044899875444462471,0.00024710987143806062,0.00065088763745118879,128,200,0,diameter,exp8_network_seed62_param0_55.dat
8,deepWalk,0.55,3.5,0.00045906312686168105,0.00035057463309259916,0.00056755162063076294,128,200,0,diameter,exp8_network_seed63_param0_55.dat
8,deepWalk,0.55,3.75,0.000308814248580295,0.00022852682932247685,0.00038910166783811314,128,200,0,diameter,exp8_network_seed64_param0_55.dat
8,deepWalk,0.55,4,0.00032443695365738179,0.00021250917166054856,0.000436364735654215,128,200,0,diameter,exp8_network_seed65_param0_55.dat
8,deepWalk,0.55,4.25,0.00028897720450048761,0.00017432795906834172,0.0004036264499326335,128,200,0,diameter,exp8_network_seed66_param0_55.dat
8,deepWalk,0.55,3,0.00041241740781301588,0.00030876980917995196,0.00051606500644607979,128,200,0,diameter,exp8_network_seed67_param0_55.dat
8,deepWalk,0.55,4,0.00045785574259295529,0.00036001564155528306,0.00055569584363062753,128,200,0,diameter,exp8_network_seed68_param0_55.dat
8,deepWalk,0.55,4,0.00042201348550922039,0.00026466460689942987,0.00057936236411901092,128,200,0,diameter,exp8_network_seed69_param0_55.dat
8,deepWalk,0.25,3,0.0002513080606344739,0.00019682851331072825,0.00030578760795821959,128,200,0,diameter,exp8_network_seed6_param0_25.dat
8,deepWalk,0.6,3,0.00052099178478614172,0.00045477127053491096,0.00058721229903737249,128,200,0,diameter,exp8_network_seed70_param0_6.dat
8,deepWalk,0.6,3.25,0.00047073486248941647,0.00030601241969300093,0.00063545730528583207,128,200,0,diameter,exp8_network_seed71_param0_6.dat
8,deepWalk,0.6,3.5,0.00062656672563193524,0.0002956638704009193,0.00095746958086295113,128,200,0,diameter,exp8_network_seed72_param0_6.dat
8,deepWalk,0.6,3.75,0.00052365212950432555,0.00033085383795870062,0.00071645042104995053,128,200,0,diameter,exp8_network_seed73_param0_6.dat
8,deepWalk,0.6,3.5,0.00050133483230271479,0.00033020432763595939,0.00067246533696947014,128,200,0,diameter,exp8_network_seed74_param0_6.dat
8,deepWalk,0.6,3.75,0.00046685079670964692,0.00032170556065507004,0.0006119960327642238,128,200,0,diameter,exp8_network_seed75_param0_6.dat
8,deepWalk,0.6,3.25,0.000334598093679866,0.00021755033729462035,0.0004516458500651117,128,200,0,diameter,exp8_network_seed76_param0_6.dat
8,deepWalk,0.6,4,0.00035707238369765617,0.0002405857713598282,0.00047355899603548413,128,200,0,diameter,exp8_network_seed77_param0_6.dat
8,deepWalk,0.25,2.75,0.00039598163699215076,0.000316212541656275,0.00047575073232802644,128,200,0,diameter,exp8_network_seed0_param0_25.dat
8,deepWalk,0.3,2.5,0.00031807132064172992,0.00032014224105308519,0.00031600040023037465,128,200,0,diameter,exp8_network_seed10_param0_3.dat
8,deepWalk,0.3,2.75,0.00040597651010828678,0.00024729120297238354,0.00056466181724419,128,200,0,diameter,exp8_network_seed11_param0_3.dat
8,deepWalk,0.3,3,0.00024033105212093565,0.00020959219323676273,0.00027106991100510857,128,200,0,diameter,exp8_network_seed12_param0_3.dat
8,deepWalk,0.3,2.75,0.00034480961068989092,0.00026861120502494633,0.00042100801635483551,128,200,0,diameter,exp8_network_seed13_param0_3.dat
8,deepWalk,0.3,2.75,0.00033991868967290617,0.00018363514568072679,0.0004962022336650856,128,200,0,diameter,exp8_network_seed14_param0_3.dat
8,deepWalk,0.3,2.5,0.00035228314331694241,0.00042438763009328986,0.000280178656540595,128,200,0,diameter,exp8_network_seed15_param0_3.dat
8,deepWalk,0.3,2.75,0.00032783344199186648,0.00020774705399825377,0.00044791982998547918,128,200,0,diameter,exp8_network_seed16_param0_3.dat
8,deepWalk,0.3,2.75,0.0003195108315087746,0.00021554660997830425,0.00042347505303924496,128,200,0,diameter,exp8_network_seed17_param0_3.dat
8,deepWalk,0.3,2.5,0.0002865158014314352,0.00028357138443830545,0.00028946021842456496,128,200,0,diameter,exp8_network_seed18_param0_3.dat
8,deepWalk,0.3,2.75,0.0003173507825620065,0.00022678140273046216,0.00040792016239355085,128,200,0,diameter,exp8_network_seed19_param0_3.dat
8,deepWalk,0.25,3,0.0002724933185063256,0.00025609254614723407,0.00028889409086541712,128,200,0,diameter,exp8_network_seed1_param0_25.dat
8,deepWalk,0.35,2.5,0.00030360705748635488,0.00022657795965338719,0.00038063615531932251,128,200,0,diameter,exp8_network_seed20_param0_35.dat
